symbol,z_GSE48452,z_GSE63067,z_meta,p_meta,padj_meta,log2FC_meta,log2FC_1,log2FC_2
ACAA2,-1.4202099326501225,0.5423264644772751,-0.6207573534365852,0.5347592868245095,0.8986222324457303,-0.01503267374603335,-0.152352341190479,0.1222869936984123
ACACA,2.048493738434646,-0.6728364540046766,0.9727365944091029,0.3306842326841719,0.8192883838625006,0.14723318184127002,0.3818330772222218,-0.0873667135396818
ACACB,0.9286038413820572,0.8863260989400966,1.283349268180291,0.19936973900365584,0.7347867420342822,0.21362055600793622,0.1488204848571417,0.2784206271587308
ACAD10,0.657536383677321,-0.024060795364178558,0.4479348842123608,0.6542001914684005,0.9299269317585378,0.025484413869047953,0.0551150307222236,-0.0041462029841277
ACAD8,-0.5524506890107661,-0.16664356114984574,-0.5084764206008243,0.6111192711656641,0.9208098145147294,-0.030475089170633102,-0.0432731265317425,-0.0176770518095237
ACAD9,-1.6689227648802045,-0.22779168080509649,-1.3411796465185601,0.17986213296429154,0.7158140996591096,-0.07289741074603155,-0.1172398987936524,-0.0285549226984107
ACADL,0.615453306703053,2.348020724528926,2.095492583354367,0.03612722706663292,0.4618286581544365,0.2477822990992053,0.0907980688015843,0.4047665293968263
ACADM,-1.390179154122722,2.2353900364055654,0.5976543463948634,0.5500705936227623,0.9060573095721037,0.14509656636904822,-0.1672935592301563,0.4574866919682527
ACADS,0.09990738635516047,0.28567647475298524,0.2726489629056617,0.7851230703488173,0.9609170069686573,0.038852797547618445,0.0166439719523818,0.0610616231428551
ACADSB,-3.2249944618818724,-0.5858438513203158,-2.694669613270772,0.007045845592305361,0.26946855568072425,-0.2715725196150784,-0.4248768056746019,-0.1182682335555549
ACADVL,-0.9123206136332479,-0.634159794910122,-1.0935267838531595,0.27416257583871917,0.7844782971552978,-0.0948598121349215,-0.0668416540476197,-0.1228779702222233
ACAN,-0.07340867088214742,-0.22897866507196607,-0.21382013579808837,0.8306873219738071,0.9709609106168803,-0.0167705215515878,-0.0059804284365085,-0.0275606146666671
ACAP2,0.4072108314295404,0.4686194246625287,0.6193055132510527,0.5357151131497527,0.8986978739853864,0.06649161478174555,0.0434818740238087,0.0895013555396824
ACAP3,2.0842223665435857,-0.047645790920849994,1.4400771070285143,0.14984558516459745,0.6794630925330001,0.09732477454761805,0.201798260984126,-0.0071487118888899
ACAT1,0.786221254449392,1.2134328981539364,1.413969011333653,0.15737100138745708,0.6898421380695517,0.17734047564285843,0.0619852492063532,0.2926957020793637
ACBD3,0.32272122691372074,0.7487828932255703,0.7576678294198179,0.4486498626393983,0.8710064793693898,0.0935884084126974,0.0369673597142838,0.150209457111111
ACBD4,1.4446316147870681,-1.6175426096081393,-0.12226653697969156,0.9026879327484549,0.9813689476824986,-0.060332820773807846,0.2212455862936533,-0.341911227841269
ACBD5,0.24810096485539104,0.46140919670853875,0.5016994465626178,0.6158789538680789,0.921370624446757,0.07514765811111121,0.0363813230634928,0.1139139931587296
ACBD6,0.171262271001658,-0.5677773031281644,-0.2803784680590545,0.7791871548222958,0.9596228233412003,-0.0268423780476184,0.0128112776349222,-0.066496033730159
ACCS,1.569863961660422,-1.4311259035599646,0.09810262169148652,0.9218508057619038,0.9862704380931553,-0.037066776095238105,0.2051717624761906,-0.2793053146666668
ACD,1.459018949800038,-0.7612042539624383,0.493429503438395,0.621709140029257,0.9222472817258686,0.009141106499998698,0.1077908056984116,-0.0895085926984142
ACE,1.1626737697921419,-0.3285359368716403,0.5898245181023382,0.5553083032935578,0.9064929605925834,0.029788122571428002,0.0947296907936507,-0.0351534456507947
ACE2,2.7854418047690976,-0.369608343771048,1.708252222489088,0.08758955232056602,0.5920551462448642,0.24639782203174443,0.6240406883650769,-0.131245044301588
ACER1,-0.3489685842126362,0.29317436742802017,-0.0394524690393943,0.9685296481992843,0.995265132633591,-0.0026270670753964984,-0.0326663646111113,0.0274122304603183
ACER2,0.20894074764394976,1.364611196390281,1.1126692501758795,0.26585050667427346,0.7793994773959554,0.08772312682539594,0.0281938701269828,0.1472523835238091
ACER3,2.7744844385935057,0.16165980057918083,2.076167502060823,0.03787846180266175,0.46581523731949487,0.2432382311785712,0.4544662425476184,0.032010219809524
ACHE,0.4138121455144839,0.07123668234959088,0.34298131538927373,0.7316125166926206,0.9490771133431438,0.026319798523809,0.0447714502063489,0.0078681468412691
ACIN1,1.825915569833601,-1.522154568039129,0.2147914642288901,0.8299299081456188,0.9709457648964285,-0.025931391476189197,0.1812055409841297,-0.2330683239365081
ACKR1,1.1443921889018522,-0.9966515679347453,0.10446839494255278,0.9167976481953386,0.984583684957913,0.004116538412698448,0.1053849181587298,-0.0971518413333329
ACKR2,-4.10675934165914,-1.023095962465464,-3.627355472052287,0.0002863389587350563,0.051595843436748764,-0.48996378119841344,-0.7211879041904776,-0.2587396582063492
ACKR3,1.6433156969507545,2.020013298788702,2.5903647746046747,0.009587428036962204,0.29628048989246675,0.8699794769563487,0.2219523615476188,1.5180065923650785
ACKR4,-1.0800820259211428,-0.7120112096721469,-1.2672012794065566,0.20508332843414812,0.7372151714370216,-0.12873719709920636,-0.2018319863888891,-0.0556424078095236
ACLY,2.7826642568707847,0.7201227068840266,2.476844415122865,0.013254966873227627,0.33660064302658105,0.29066136822619004,0.4268582137539676,0.1544645226984125
ACMSD,-1.594794224091359,-0.1884285357261471,-1.2609289058331488,0.2073344626645096,0.739646076265237,-0.16817287089285665,-0.299738530690476,-0.0366072110952373
ACO1,-0.46154598078197767,-1.771122135625236,-1.578734765250537,0.11439690711200842,0.6321875408362801,-0.118789008523807,-0.0363661365238066,-0.2012118805238074
ACO2,0.8130284868262889,0.9313817155797418,1.2334842832923025,0.21739513690429269,0.7488791598301625,0.10168346888492061,0.0614455801349187,0.1419213576349225
ACOD1,0.3425719841849806,-0.5719460761856743,-0.16219197588219755,0.8711546784562291,0.9764276491632047,-0.02017029784920575,0.0197353510793658,-0.0600759467777773
ACOT12,3.008288775067549,0.4746062003881143,2.4627786553052537,0.013786499679639781,0.34226326106459787,0.22972556090476282,0.3779502025873036,0.081500919222222
ACOT13,-0.02887518641603526,0.9618058971428141,0.6596816319320906,0.509458156383904,0.8912568507182749,0.0841839211031745,-0.0033228717460325,0.1716907139523815
ACOT4,-2.2237715311144646,-2.254497978817281,-3.1666147384536947,0.0015422449124657515,0.12757465790250178,-0.35067629438888964,-0.2546744279206354,-0.4466781608571439
