symbol,log2FC,p,padj
DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX4L1,-0.03406849496825348,0.7515504247642718,0.9517808558355361
DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///LOC100287823///LOC100133400///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX3///DUX4L1,0.007725390079365013,0.9357658517666824,0.9891071703544562
DUXAP10,0.026074989047618402,0.7825834664149142,0.9584052140111146
DVL1,0.10561365949206358,0.3357305044345602,0.8066155477149647
DVL2,-0.14595365301587382,0.18248253558788782,0.7336198884498896
DVL3,-0.050287563063490026,0.6789627780371608,0.934946504962863
DXO,-0.2197049476507953,0.3049539486274223,0.7916030844751841
DYDC1,0.03661379061904757,0.5726093723493569,0.9039851687834273
DYDC2,-0.02536889934920561,0.731298719736814,0.9453619122509506
DYM,-0.2132522062857145,0.12561821812360344,0.6940274277427063
DYNC1H1,-0.20142128576190466,0.1987182111618103,0.7419720492778404
DYNC1I1,-0.05811874679365081,0.4791799895681922,0.8665847534501652
DYNC1I2,0.3014443459523797,0.04990213444610218,0.5989261646460892
DYNC1LI1,0.315819651,0.019596449260840244,0.5489540108477965
DYNC1LI2,-0.1698228451587287,0.3874700710104634,0.8304355177762238
DYNC2H1,-0.07024931368253906,0.40419912453621987,0.838913298956178
DYNC2LI1,0.10469805026984247,0.3867951008673186,0.8304355177762238
DYNLL1,-0.4518278861428566,0.006469765213222084,0.5059831934705878
DYNLL2,0.10529089942856995,0.6299005535006721,0.9182391603927511
DYNLRB1,-0.06794183349206051,0.4966887100019677,0.8739216387466229
DYNLRB2,-0.11606388388888833,0.16753368538901156,0.7209862189869622
DYNLT1,0.19591998522222376,0.14810153441896812,0.7094613443917279
DYNLT3,0.18558017330158627,0.09128022058919395,0.6561335476617188
DYRK1A,0.17261372747619053,0.21132987385885124,0.7475353806045569
DYRK1B,-0.12231715388888897,0.5063275374350082,0.8779955889456308
DYRK2,-0.03919676938095229,0.7700798991076377,0.9571082740757932
DYRK3,0.26352285719047686,0.03532239392217661,0.5852710529641131
DYRK4,-0.11754348965079409,0.2607277040581006,0.7685807651511626
DYSF,0.018162752174603725,0.8839496989605656,0.9786871201779974
DYX1C1,0.032705411984127686,0.654954773387433,0.9269538838155765
DYX1C1-CCPG1///CCPG1,0.23774852968254034,0.19409411105853921,0.7382131057133093
DYX1C1-CCPG1///DYX1C1,-0.007950223761903352,0.9069520893848646,0.9841122163817307
DZANK1,-0.05938964934920676,0.49568308455271937,0.8738467855155366
DZIP1,-0.0017416580000002568,0.9869180213969677,0.9960756869127732
DZIP1L,0.025552072539683834,0.7857738589676224,0.9594135514158969
DZIP3,-0.1973490008571428,0.12703556083869608,0.6940274277427063
Dbpht2,-0.06640479011111067,0.30627609171791326,0.7919776481912105
E2F1,-0.06398714396825245,0.5373360233965654,0.8909673121183675
E2F2,-0.16935421765079361,0.1619322609351549,0.7169686997042357
E2F3,0.27969385752381015,0.19231805086610698,0.7374105833796188
E2F4,-0.0708609061269847,0.5339339118628896,0.8903000415459768
E2F5,0.07755132592063507,0.31328616708830415,0.796891878652851
E2F6,0.12266504693650848,0.3396205063286635,0.8072949429531585
E2F7,-0.03230477153968181,0.7154866243804157,0.9415371037233763
E2F8,-0.03803638955555533,0.680922286370351,0.9350954997408173
E4F1,-0.12795068736507798,0.41000183231702014,0.8416801531981069
EAF1,0.556068804761904,0.01809997371167496,0.5398472893829966
EAF2,-0.10495947433333264,0.2635730989187226,0.7702922382971572
EAPP,0.29746305573015785,0.023428837786732635,0.5546737279361317
EARS2,-0.1280274673968238,0.3067767032331496,0.7924138892135111
EBAG9,0.13338500458730085,0.3295948460544844,0.8024336228991611
EBF1,-0.1705348777619049,0.09540571463816234,0.6632602885240508
EBF2,-0.028531952603175093,0.7240290443885617,0.9440605106781489
EBF3,-0.025135955253968056,0.7959691649416654,0.9630533253120097
EBF4,-0.020927112412699955,0.8504869175638534,0.9709731234075696
EBI3,-0.01510952534920662,0.9305637353695234,0.988524359292242
EBLN2,-0.08128468323809468,0.6748340590193852,0.9335644488261003
EBLN3P,0.2568483498571421,0.3653377279122998,0.8196839222281532
EBP,0.9745805902698397,0.06356659121889617,0.627158333728807
EBPL,-0.10345127276190347,0.5620637488664708,0.8995695703691662
ECD,0.19792756555555524,0.11059762834686299,0.683953490002353
ECE1,-0.2842497066825391,0.04353972218472301,0.5909222990647279
ECE2,-0.20001835477777696,0.15056527179692583,0.7107376543305245
ECEL1,-0.010839288063491104,0.8959304776717089,0.9824463241441833
ECH1,0.1855187081746017,0.10505564045293457,0.6765155717419769
ECHDC1,0.39130237698412706,0.029512142427880108,0.5790825361691903
ECHDC2,-0.0955058170634917,0.7799347048588969,0.9580137337356881
ECHDC3,0.12091671009523886,0.6578637656022128,0.9279631623395393
ECHS1,0.22144499079365154,0.05473903703606255,0.614678387041089
ECI1,0.057182174222221605,0.5976854180959263,0.9092566352776859
ECI2,0.18427561715873075,0.16201732113950829,0.7169686997042357
ECM1,0.015090363492064718,0.9255712080659853,0.9880431809403979
