herb,name,status,note,cid,smiles,formula,mw,logp,hbd,hba,admet_pass,pains,mw_pubchem,fxr_mu_pIC50,fxr_sigma,leverage_h,confidence_weight_w,tier,dG_THRB,dG_ACC,s_FXR,s_THRB,s_ACC,w_conf,CW_BCS,flag_FXR_active,flag_THRB_good,flag_ACC_good,n_targets_covered
Salvia miltiorrhiza(丹参),Danshenxinkun A,OK,,149138.0,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C(=C3O)C(C)CO,C18H16O4,296.32,2.81,2.0,4.0,True,imine_one_A(321);quinone_D(2),296.3,4.992,0.573,0.0178,0.636,in_domain_high_conf(域内高置信),-8.346,-9.501,0.23702458499684814,0.8705055239370607,0.692071835304424,0.6357279084551812,0.4494,False,True,True,2
Glycyrrhiza uralensis(甘草),Licoisoflavone B,OK,,5481234.0,CC1(C=CC2=C(O1)C=CC(=C2O)C3=COC4=CC(=CC(=C4C3=O)O)O)C,C20H16O6,352.34,3.76,3.0,6.0,True,,352.3,5.057,0.633,0.0382,0.613,in_domain_high_conf(域内高置信),-9.343,-8.904,0.2506829165791134,0.9372614663542017,0.6049058256679808,0.612369871402327,0.4432,False,True,True,2
Artemisia annua(青蒿),Arteannuin B,OK,,6543478.0,C[C@@H]1CC[C@H]2C(=C)C(=O)O[C@]23[C@H]1CC[C@@]4([C@H]3O4)C,C15H20O3,248.32,2.45,0.0,3.0,True,,248.32,5.644,0.805,0.0522,0.554,OOD_warning(域外预警),-7.377,-8.3,0.3740281571758774,0.8056243722798796,0.516717769017375,0.5540166204986149,0.4418,False,True,True,2
Glycyrrhiza uralensis(甘草),Formononetin,OK,,5280378.0,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,C16H12O4,268.27,3.17,1.0,4.0,True,,268.26,5.144,0.738,0.0162,0.576,in_domain_low_conf(域内低置信),-8.956,-8.911,0.26896406808152984,0.9113491797790426,0.6059278726821433,0.5753739930955121,0.4405,False,True,True,2
Sophora flavescens(苦参),Formononetin,OK,,5280378.0,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,C16H12O4,268.27,3.17,1.0,4.0,True,,268.26,5.134,0.725,0.0162,0.58,in_domain_low_conf(域内低置信),-8.956,-8.911,0.2668627862996429,0.9113491797790426,0.6059278726821433,0.5797101449275363,0.4404,False,True,True,2
Sophora flavescens(苦参),Sophoridine,OK,,165549.0,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@H](CCC4)CN2C(=O)C1,C15H24N2O,248.37,1.87,0.0,2.0,True,,248.36,6.147,1.231,0.0598,0.448,OOD_warning(域外预警),-7.948,-7.919,0.47972263080479105,0.843856712420489,0.4610892101036647,0.44822949350067237,0.4374,False,True,True,2
Salvia miltiorrhiza(丹参),Neocryptotanshinone,OK,,389888.0,C[C@@H](CO)C1=C(C2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O)O,C19H22O4,314.38,2.96,2.0,4.0,True,imine_one_A(321);quinone_D(2),314.4,5.07,0.432,0.0184,0.698,in_domain_high_conf(域内高置信),-8.019,-8.546,0.2534145828955664,0.8486106461332441,0.5526354212293765,0.6983240223463687,0.4362,False,True,True,2
Salvia miltiorrhiza(丹参),Methylenetanshinquinone,OK,UNCERTAIN,105118.0,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4=C,C18H14O3,278.31,3.98,0.0,3.0,True,imine_one_A(321);quinone_D(2),278.3,4.751,0.557,0.0213,0.642,in_domain_high_conf(域内高置信),-8.687,-9.989,0.18638369405337268,0.893337797120857,0.7633231128631919,0.6422607578676943,0.4338,False,True,True,2
Glycyrrhiza uralensis(甘草),Semilicoisoflavone B,OK,,5481948.0,CC1(C=CC2=C(O1)C(=CC(=C2)C3=COC4=CC(=CC(=C4C3=O)O)O)O)C,C20H16O6,352.34,3.76,3.0,6.0,True,,352.3,4.824,0.61,0.0382,0.621,in_domain_high_conf(域内高置信),-9.044,-9.53,0.20172305106114732,0.917241379310345,0.6963060300773836,0.6211180124223603,0.4309,False,True,True,2
Silybum marianum(水飞蓟),Silybin A,OK,,31553.0,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,C25H22O10,482.44,2.36,5.0,10.0,True,,482.4,6.349,0.655,0.1064,0.604,OOD_warning(域外预警),-2.07,-8.577,0.5221685227989075,0.45028456645463677,0.5571616294349541,0.6042296072507553,0.4294,False,False,True,1
Artemisia annua(青蒿),Artemisitene,OK,UNCERTAIN,11000442.0,C[C@@H]1CC[C@H]2C(=C)C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C,C15H20O5,280.32,2.32,0.0,5.0,True,,280.32,6.2,0.922,0.0675,0.52,OOD_warning(域外预警),-7.794,-7.188,0.49085942424879186,0.8335453632407098,0.35435830048182215,0.5202913631633714,0.4225,False,True,True,2
Ganoderma lucidum(灵芝),Lucidenic acid C,OK,,139588461.0,CC(CCC(=O)O)[C@@H]1CC(=O)[C@@]2([C@@]1(C[C@@H](C3=C2[C@H](CC4[C@@]3(CC[C@@H](C4(C)C)O)C)O)O)C)C,C27H42O6,462.63,3.72,4.0,5.0,True,,462.6,4.938,0.497,0.0436,0.668,in_domain_high_conf(域内高置信),-7.313,-8.94,0.22567766337465853,0.8013391362571143,0.6101620674551029,0.6680026720106881,0.4193,False,True,True,2
Sophora flavescens(苦参),Sophocarpine,OK,,115269.0,C1C[C@H]2CN3[C@H](CC=CC3=O)[C@@H]4[C@H]2N(C1)CCC4,C15H22N2O,246.35,1.65,0.0,2.0,True,,246.35,5.41,0.982,0.0549,0.505,OOD_warning(域外预警),-8.002,-8.305,0.32485816347972274,0.8474723803146971,0.5174478025989195,0.5045408678102926,0.4158,False,True,True,2
Sophora flavescens(苦参),Kushenol H,OK,,44584091.0,CC(=C)[C@H](CCC(C)(C)O)CC1=C2C(=C(C=C1O)OC)C(=O)[C@@H]([C@H](O2)C3=C(C=C(C=C3)O)O)O,C26H32O8,472.53,3.78,5.0,8.0,True,,472.5,5.569,0.547,0.0443,0.646,in_domain_high_conf(域内高置信),-1.005,-10.26,0.3582685438117252,0.3789755607633077,0.8028909329829172,0.6464124111182934,0.413,False,False,True,1
Artemisia annua(青蒿),Cirsimaritin,OK,UNCERTAIN,188323.0,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)OC,C17H14O6,314.29,2.89,2.0,6.0,True,,314.29,5.115,0.772,0.0218,0.564,in_domain_low_conf(域内低置信),-7.921,-8.585,0.2628703509140577,0.8420488784733847,0.5583296831654257,0.5643340857787811,0.4116,False,True,True,2
Artemisia annua(青蒿),Artemisinin,OK,,68827.0,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,C15H22O5,282.34,2.39,0.0,5.0,True,,282.33,6.359,0.905,0.0733,0.525,OOD_warning(域外预警),-8.123,-6.784,0.5242698045807944,0.8555741546702377,0.29537158709300626,0.5249343832020997,0.4112,False,True,False,1
Ganoderma lucidum(灵芝),Lucidenic acid B,OK,,102410351.0,C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2([C@@]1([C@@H](C(=O)C3=C2[C@H](C[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)O)O)C)C,C27H38O7,474.59,3.11,3.0,6.0,True,,474.6,5.01,0.492,0.0444,0.67,in_domain_high_conf(域内高置信),-6.065,-8.835,0.2408068922042446,0.7177770338131906,0.5948313622426633,0.6702412868632708,0.41,False,False,True,1
Glycyrrhiza uralensis(甘草),Echinatin,OK,,6442675.0,COC1=C(C=CC(=C1)O)/C=C/C(=O)C2=CC=C(C=C2)O,C16H14O4,270.28,3.0,2.0,4.0,True,,270.28,4.94,0.557,0.015,0.642,in_domain_high_conf(域内高置信),-8.377,-8.468,0.22609791973103607,0.8725811851355876,0.5412468973572785,0.6422607578676943,0.4093,False,True,True,2
Silybum marianum(水飞蓟),Silybin B,OK,,1548994.0,COC1=C(C=CC(=C1)[C@H]2[C@@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,C25H22O10,482.44,2.36,5.0,10.0,True,,482.4,6.397,0.667,0.1064,0.6,OOD_warning(域外预警),-1.108,-8.563,0.5322546753519648,0.38587211248744563,0.5551175354066288,0.5998800239952009,0.409,False,False,True,1
Sophora flavescens(苦参),Sophoraflavanone G,OK,,72936.0,CC(=CC[C@H](CC1=C2C(=C(C=C1O)O)C(=O)C[C@H](O2)C3=C(C=C(C=C3)O)O)C(=C)C)C,C25H28O6,424.49,5.31,4.0,6.0,True,,424.5,5.298,0.559,0.0214,0.641,in_domain_high_conf(域内高置信),-3.514,-9.161,0.30132380752258886,0.5469702042182792,0.6424295517593809,0.6414368184733803,0.408,False,False,True,1
Artemisia annua(青蒿),Cirsilineol,OK,,162464.0,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O,C18H16O7,344.32,2.9,2.0,7.0,True,,344.3,4.917,0.765,0.0224,0.567,in_domain_low_conf(域内低置信),-8.358,-8.793,0.22126497163269596,0.8713090056913293,0.5886990801576872,0.56657223796034,0.4006,False,True,True,2
Ganoderma lucidum(灵芝),Lucidenic acid A,OK,,14109375.0,C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2([C@@]1(CC(=O)C3=C2[C@H](C[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)O)C)C,C27H38O6,458.6,4.13,2.0,5.0,True,,458.6,4.863,0.524,0.0258,0.656,in_domain_high_conf(域内高置信),-5.22,-9.209,0.20991805001050656,0.6611985269501173,0.6494378741422105,0.6561679790026247,0.3896,False,False,True,1
Glycyrrhiza uralensis(甘草),Licochalcone A,OK,,5318998.0,CC(C)(C=C)C1=C(C=C(C(=C1)/C=C/C(=O)C2=CC=C(C=C2)O)OC)O,C21H22O4,338.4,4.47,2.0,4.0,True,,338.4,4.654,0.548,0.0085,0.646,in_domain_high_conf(域内高置信),-7.576,-9.036,0.16600126076906915,0.8189487780381655,0.6241787122207622,0.6459948320413437,0.3799,False,True,True,2
Sophora flavescens(苦参),Kushenol I,OK,,20832634.0,CC(=CC[C@H](CC1=C2C(=C(C=C1O)OC)C(=O)[C@@H]([C@H](O2)C3=C(C=C(C=C3)O)O)O)C(=C)C)C,C26H30O7,454.52,4.58,4.0,7.0,True,,454.5,5.792,0.55,0.0228,0.645,in_domain_high_conf(域内高置信),-1.084,-8.476,0.40512712754780417,0.3842651489789087,0.5424149510877502,0.6451612903225806,0.3791,False,False,True,1
Artemisia annua(青蒿),Eupatorin,OK,,97214.0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O,C18H16O7,344.32,2.9,2.0,7.0,True,,344.3,4.864,0.714,0.0224,0.584,in_domain_low_conf(域内低置信),-8.013,-8.333,0.21012817818869514,0.8482089052561098,0.5215359906555702,0.5834305717619603,0.3785,False,True,True,2
Artemisia annua(青蒿),Dihydroartemisinic acid,OK,,11020893.0,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)[C@@H](C)C(=O)O,C15H24O2,236.35,3.73,1.0,1.0,True,,236.35,5.429,0.933,0.0311,0.517,in_domain_low_conf(域内低置信),-7.838,-7.345,0.32885059886530793,0.836491463006361,0.37728135494232734,0.5173305742369374,0.3773,False,True,True,2
Coptis chinensis(黄连),Menisperine,OK,UNCERTAIN,30358.0,C[N+]1(CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC)C,C21H26NO4+,356.44,3.31,1.0,4.0,True,,356.4,6.794,0.558,0.0113,0.642,in_domain_high_conf(域内高置信),-0.1471,-7.605,0.6156755620928767,0.32153331101439575,0.4152431011826545,0.6418485237483954,0.3751,True,False,True,2
Schisandra chinensis(五味子),Pregomisin,OK,UNCERTAIN,181796.0,C[C@H](CC1=CC(=C(C(=C1)OC)OC)O)[C@@H](C)CC2=CC(=C(C(=C2)OC)OC)O,C22H30O6,390.48,4.19,2.0,6.0,True,,390.5,4.725,0.744,0.0125,0.574,in_domain_low_conf(域内低置信),-9.01,-8.48,0.18092036142046647,0.9149648476732508,0.5429989779529859,0.573394495412844,0.3721,False,True,True,2
Ganoderma lucidum(灵芝),Lucidenic acid F,OK,,23247893.0,C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2([C@@]1(CC(=O)C3=C2C(=O)C[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C,C27H36O6,456.58,4.34,1.0,5.0,True,,456.6,4.7,0.538,0.0243,0.65,in_domain_high_conf(域内高置信),-6.35,-8.923,0.1756671569657492,0.7368597254770672,0.6076799532778508,0.6501950585175552,0.3712,False,False,True,1
Artemisia annua(青蒿),Dihydroartemisinin,OK,,3000518.0,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C,C15H24O5,284.35,2.19,1.0,5.0,True,,284.35,5.778,0.893,0.0686,0.528,OOD_warning(域外预警),-7.165,-6.813,0.4021853330531624,0.7914295279544694,0.2996057818659658,0.5282620179609087,0.3693,False,True,False,1
Ganoderma lucidum(灵芝),Lucidenic acid N,OK,,21592283.0,C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2([C@@]1(CC(=O)C3=C2[C@H](C[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O)C)C,C27H40O6,460.61,3.93,3.0,5.0,True,,460.6,4.813,0.506,0.0323,0.664,in_domain_high_conf(域内高置信),-5.554,-8.558,0.19941164110107165,0.6835621024439237,0.554387501825084,0.6640106241699867,0.3688,False,False,True,1
Sophora flavescens(苦参),Aloperine,OK,UNCERTAIN,162147.0,C1CCN2C[C@H]3C[C@@H]([C@H]2C1)C=C4[C@H]3NCCC4,C15H24N2,232.37,2.17,1.0,2.0,True,,232.36,5.089,0.872,0.0465,0.534,in_domain_low_conf(域内低置信),-8.21,-7.551,0.25740701828115164,0.8613993973886845,0.40735873850197113,0.5341880341880342,0.3641,False,True,True,2
Artemisia annua(青蒿),Artemetin,OK,,5320351.0,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)OC,C20H20O8,388.37,3.21,1.0,8.0,True,,388.4,4.914,0.765,0.0204,0.567,in_domain_low_conf(域内低置信),-6.496,-8.181,0.22063458709812986,0.7466354201540008,0.49934296977660964,0.56657223796034,0.3599,False,False,True,1
Sophora flavescens(苦参),Kurarinol,OK,,44563198.0,CC(=C)[C@H](CCC(C)(C)O)CC1=C2C(=C(C=C1O)OC)C(=O)C[C@H](O2)C3=C(C=C(C=C3)O)O,C26H32O7,456.54,4.8,4.0,7.0,True,,456.5,5.374,0.553,0.0202,0.644,in_domain_high_conf(域内高置信),-1.053,-8.846,0.3172935490649296,0.3821894877803817,0.5964374361220617,0.6439150032195751,0.3598,False,False,True,1
Glycyrrhiza uralensis(甘草),Isoliquiritigenin,OK,,638278.0,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O,C15H12O4,256.26,2.7,3.0,4.0,True,,256.25,4.631,0.553,0.0277,0.644,in_domain_high_conf(域内高置信),-8.267,-8.272,0.16116831267072923,0.8652159357214598,0.5126295809607243,0.6439150032195751,0.3584,False,True,True,2
Schisandra chinensis(五味子),Schisandrin C,OK,,443027.0,C[C@@H]1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4C[C@@H]1C)OCO5)OC)OC)OCO3,C22H24O6,384.43,4.2,0.0,6.0,True,,384.4,6.45,0.662,0.0256,0.602,in_domain_high_conf(域内高置信),-3.434,-6.525,0.5433914687959657,0.5416136591898226,0.25755584756898825,0.601684717208183,0.3573,False,False,False,0
Glycyrrhiza uralensis(甘草),Licoisoflavone A,OK,,5281789.0,CC(=CCC1=C(C=CC(=C1O)C2=COC3=CC(=CC(=C3C2=O)O)O)O)C,C20H18O6,354.36,3.79,4.0,6.0,True,,354.4,4.419,0.477,0.0406,0.677,in_domain_high_conf(域内高置信),-8.631,-8.937,0.11662113889472574,0.8895882156009376,0.609724047306176,0.6770480704129994,0.3499,False,True,True,2
Glycyrrhiza uralensis(甘草),Glycyrol,OK,,5320083.0,CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C,C21H18O6,366.37,4.62,2.0,6.0,True,,366.4,4.428,0.697,0.0149,0.589,in_domain_high_conf(域内高置信),-7.398,-9.828,0.11851229249842407,0.8070304653498495,0.7398160315374507,0.5892751915144372,0.3468,False,True,True,2
Artemisia annua(青蒿),Chrysosplenetin,OK,,5281608.0,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,C19H18O8,374.35,2.91,2.0,8.0,True,,374.3,4.658,0.727,0.0249,0.579,in_domain_low_conf(域内低置信),-6.374,-8.535,0.16684177348182402,0.7384666889856043,0.5510293473499781,0.5790387955993052,0.34,False,False,True,1
Schisandra chinensis(五味子),Chamigrenal,OK,,177096.0,CC1(CCCC(=C)C12CCC(=CC2)C=O)C,C15H22O,218.34,4.05,0.0,1.0,True,,218.33,4.752,0.564,0.0379,0.639,in_domain_high_conf(域内高置信),-7.237,-7.445,0.18659382223156126,0.7962504184800804,0.3918820265732224,0.639386189258312,0.3339,False,True,True,2
Artemisia annua(青蒿),Scopolin,OK,UNCERTAIN,439514.0,COC1=C(C=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,C16H18O9,354.31,-1.02,4.0,9.0,True,,354.31,4.8,1.094,0.0985,0.478,OOD_warning(域外预警),-6.433,-8.36,0.19667997478461863,0.7424171409440912,0.5254781719959117,0.47755491881566375,0.3321,False,False,True,1
Schisandra chinensis(五味子),Gomisin M1,OK,,5321170.0,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)O)OC)OCO3,C22H26O6,386.44,4.18,1.0,6.0,True,,386.4,6.154,0.648,0.0124,0.607,in_domain_high_conf(域内高置信),-3.068,-6.339,0.48119352805211185,0.5171074656846335,0.2303985983355235,0.6067961165048543,0.3264,False,False,False,0
Artemisia annua(青蒿),Artemisinic acid,OK,,10922465.0,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)C(=O)O,C15H22O2,234.34,3.65,1.0,1.0,True,,234.33,4.616,0.842,0.0271,0.543,in_domain_low_conf(域内低置信),-8.904,-7.615,0.1580163899978987,0.9078674255105459,0.41670316834574395,0.5428881650380022,0.319,False,True,True,2
Schisandra chinensis(五味子),Gomisin M2,OK,,38363711.0,C[C@H]1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C[C@@H]1C)OC)OC)OC)O)OCO3,C22H26O6,386.44,4.18,1.0,6.0,True,,386.4,6.157,0.681,0.0124,0.595,in_domain_high_conf(域内高置信),-2.78,-6.299,0.48182391258667795,0.4978239035821896,0.2245583296831655,0.594883997620464,0.3176,False,False,False,0
Glycyrrhiza uralensis(甘草),Licochalcone B,OK,,5318999.0,COC1=C(C=CC(=C1O)O)/C=C/C(=O)C2=CC=C(C=C2)O,C16H14O5,286.28,2.71,3.0,5.0,True,catechol_A(92),286.28,4.315,0.524,0.0247,0.656,in_domain_high_conf(域内高置信),-8.025,-8.851,0.09476780836310161,0.8490123870103784,0.5971674697036066,0.6561679790026247,0.3159,False,True,True,2
Silybum marianum(水飞蓟),"2,3-Dehydrosilybin",OK,UNCERTAIN,10696082.0,COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)C4=C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,C25H20O10,480.43,3.16,5.0,10.0,True,,480.4,4.951,0.671,0.1042,0.599,OOD_warning(域外预警),-1.455,-8.618,0.22840932969111155,0.40910612654837636,0.5631479048036211,0.5984440454817475,0.3158,False,False,True,1
Artemisia annua(青蒿),Chrysosplenol D,OK,,5280699.0,COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)OC,C18H16O8,360.32,2.6,3.0,8.0,True,catechol_A(92),360.3,4.44,0.679,0.0392,0.595,in_domain_high_conf(域内高置信),-5.919,-8.854,0.1210338306366885,0.7080013391362572,0.5976054898525331,0.5955926146515783,0.3124,False,False,True,1
Artemisia annua(青蒿),Casticin,OK,,5315263.0,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,C19H18O8,374.35,2.91,2.0,8.0,True,,374.3,4.567,0.711,0.0249,0.585,in_domain_low_conf(域内低置信),-6.004,-8.025,0.14772010926665274,0.7136926682289922,0.47656592203241355,0.5844535359438925,0.3085,False,False,True,1
Schisandra chinensis(五味子),Gomisin O,OK,,5317808.0,C[C@H]1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4[C@@H]([C@H]1C)O)OC)OC)OC)OC)OCO3,C23H28O7,416.47,3.98,1.0,7.0,True,,416.5,6.294,0.642,0.0151,0.609,in_domain_high_conf(域内高置信),-1.4,-6.302,0.510611472998529,0.4054235018413124,0.2249963498320922,0.6090133982947625,0.305,False,False,False,0
Ganoderma lucidum(灵芝),Lucidenic acid O,OK,,9847846.0,C[C@]12CC[C@@H]([C@@]([C@@H]1C[C@@H](C3=C2C(=O)C[C@]4([C@]3([C@H](C[C@@H]4C(=C)CCC(=O)O)O)C)C)O)(C)CO)O,C27H40O7,476.61,2.61,5.0,6.0,True,,476.6,4.398,0.438,0.0663,0.695,OOD_warning(域外预警),-4.764,-8.61,0.11220844715276315,0.6306662202879144,0.5619798510731493,0.6954102920723227,0.3024,False,False,True,1
Schisandra chinensis(五味子),Gomisin L1,OK,,5317806.0,C[C@@H]1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C[C@@H]1C)OC)OC)O)OC)OCO3,C22H26O6,386.44,4.18,1.0,6.0,True,,386.4,6.134,0.639,0.0124,0.61,in_domain_high_conf(域内高置信),-3.136,-5.986,0.47699096448833805,0.5216605289588216,0.17885822747846397,0.6101281269066504,0.3006,False,False,False,0
Schisandra chinensis(五味子),Schisandrin B,OK,,108130.0,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3,C23H28O6,400.47,4.49,0.0,6.0,True,,400.5,6.287,0.619,0.0166,0.618,in_domain_high_conf(域内高置信),-3.426,-5.82,0.5091405757512083,0.5410780046869769,0.1546211125711783,0.6176652254478073,0.2974,False,False,False,0
Glycyrrhiza uralensis(甘草),Isolicoflavonol,OK,,5318585.0,CC(=CCC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)C,C20H18O6,354.36,3.79,4.0,6.0,True,,354.4,4.121,0.511,0.0406,0.662,in_domain_high_conf(域内高置信),-8.125,-10.38,0.05400294179449477,0.8557080682959493,0.8204117389399914,0.6618133686300463,0.2928,False,True,True,2
Schisandra chinensis(五味子),Gomisin L2,OK,,5317807.0,C[C@H]1CC2=CC(=C(C(=C2C3=C(C4=C(C=C3C[C@H]1C)OCO4)OC)OC)OC)O,C22H26O6,386.44,4.18,1.0,6.0,True,,386.4,5.976,0.581,0.0124,0.632,in_domain_high_conf(域内高置信),-1.231,-6.262,0.4437907123345241,0.39410780046869776,0.2191560811797342,0.6325110689437066,0.2894,False,False,False,0
Schisandra chinensis(五味子),Gomisin N,OK,,158103.0,C[C@H]1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C[C@H]1C)OC)OC)OC)OC)OCO3,C23H28O6,400.47,4.49,0.0,6.0,True,,400.5,6.315,0.622,0.0166,0.617,in_domain_high_conf(域内高置信),-3.205,-5.673,0.5150241647404918,0.5262805490458655,0.13315812527376258,0.6165228113440198,0.2813,False,False,False,0
Schisandra chinensis(五味子),Gomisin K1,OK,,5317805.0,C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@H]1C)OC)OC)OC)OC)OC)O,C23H30O6,402.49,4.47,1.0,6.0,True,,402.5,5.863,0.597,0.0072,0.626,in_domain_high_conf(域内高置信),-2.267,-5.917,0.4200462281992017,0.46347505858721133,0.1687837640531464,0.6261740763932373,0.274,False,False,False,0
Artemisia annua(青蒿),4-Methylesculetin,OK,,5319502.0,CC1=CC(=O)OC2=CC(=C(C=C12)O)O,C10H8O4,192.17,1.51,2.0,4.0,True,catechol_A(92),192.17,4.345,0.702,0.0366,0.587,in_domain_low_conf(域内低置信),-7.47,-7.27,0.10107165370876232,0.8118513558754604,0.36633085121915604,0.5875440658049353,0.2604,False,True,True,2
Schisandra chinensis(五味子),Schisandrol B,OK,,634470.0,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1(C)O)OC)OC)OC)OC)OCO3,C23H28O7,416.47,3.6,1.0,7.0,True,,416.5,6.407,0.721,0.0173,0.581,in_domain_low_conf(域内低置信),-1.291,-5.615,0.5343559571338518,0.3981252092400402,0.1246897357278435,0.5810575246949448,0.2489,False,False,False,0
Artemisia annua(青蒿),beta-Caryophyllene,OK,,5281515.0,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,C15H24,204.36,4.73,0.0,0.0,True,,204.35,4.899,0.597,0.0476,0.626,in_domain_high_conf(域内高置信),-5.95,-5.773,0.21748266442529948,0.7100770003347842,0.14775879690465757,0.6261740763932373,0.2427,False,False,False,0
Bupleurum chinense(柴胡),Saikogenin F,OK,,21594261.0,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2C=C[C@@]45[C@]3(C[C@@H]([C@@]6([C@H]4CC(CC6)(C)C)CO5)O)C)C)(C)CO)O,C30H48O4,472.71,5.1,3.0,4.0,True,,472.7,5.069,0.623,0.0501,0.616,in_domain_high_conf(域内高置信),1.135,-7.336,0.2532044547173776,0.23568798125209245,0.37596729449554683,0.6161429451632778,0.24,False,False,True,1
Schisandra chinensis(五味子),Gomisin K3,OK,,73057.0,C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@H]1C)OC)OC)OC)O)OC)OC,C23H30O6,402.49,4.47,1.0,6.0,True,,402.5,6.022,0.645,0.0072,0.608,in_domain_high_conf(域内高置信),-1.031,-5.619,0.4534566085312042,0.3807164378975561,0.12527376259307924,0.60790273556231,0.236,False,False,False,0
Schisandra chinensis(五味子),Schisanhenol,OK,,73057.0,C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@H]1C)OC)OC)OC)O)OC)OC,C23H30O6,402.49,4.47,1.0,6.0,True,,402.5,5.987,0.64,0.0072,0.61,in_domain_high_conf(域内高置信),-1.031,-5.619,0.4461021222945998,0.3807164378975561,0.12527376259307924,0.6097560975609756,0.235,False,False,False,0
Schisandra chinensis(五味子),Schisandrol A,OK,,11102092.0,C[C@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@@]1(C)O)OC)OC)OC)OC)OC)OC,C24H32O7,432.51,3.89,1.0,7.0,True,,432.5,6.309,0.672,0.0118,0.598,in_domain_high_conf(域内高置信),0.05159,-5.698,0.5137633956713596,0.30822966186809514,0.1368082931814864,0.5980861244019138,0.2349,False,False,False,0
