,log2FC,p,padj
BAG2,-0.08777929820335828,0.4797398479831919,0.5709390355160083
BAG3,0.6403841081856116,0.005754402376211999,0.016614281366581447
BAG4,-0.4571165913593216,0.0010300824954275242,0.004597446576979377
BAG5,0.0053344888293214154,0.956667211122953,0.9690445766576974
BAG6,0.24111300492175936,0.032399907280069605,0.06518139805058971
BAHCC1,0.2140992592366855,0.47303842304423394,0.5650085704958961
BAHD1,0.15892917005662888,0.0517209901515212,0.0945367125434906
BAIAP2,0.8174548695597696,0.0016352095064605116,0.006426316022966268
BAIAP2L1,0.25376878601680986,0.1341077981739844,0.20491634170334772
BAIAP2L2,0.5971087642170629,0.07257949775285624,0.124756682428557
BAIAP3,0.5126778678492698,0.06936767124049195,0.11994044754645747
BAK1,1.0738309079985733,0.0003209390995830732,0.002023169230488314
BAMBI,-0.17050326980179253,0.4943446019590183,0.5839348495345279
BANF1,-0.22852210275981832,0.009307283330930833,0.02402772138142936
BANP,0.7034416151868363,0.002581321736844583,0.009025019884294737
BAP1,0.24638849059076762,0.014745454858560247,0.03457165200617521
BARD1,-0.11295247556416044,0.7287221691799264,0.7884249972216477
BASP1,-1.492364393706631,1.6989339493738646e-05,0.0003081814862611728
BATF2,0.15179557552764944,0.3521068856584447,0.4464297153523736
BAX,0.5643963627847048,0.00012761106557921322,0.0010930678682822214
BAZ1A,-0.4816024209874872,0.0024984059314795922,0.008791207388108903
BAZ1B,0.4548267100551815,9.69645778901302e-08,1.4492898783964574e-05
BAZ2A,0.19377286200020016,0.049096950588177146,0.09077623086918703
BAZ2B,-0.40515755580695867,0.0016250051560240597,0.006399309226701934
BBC3,2.107108036398472,3.312007298405381e-07,3.050201528927137e-05
BBIP1,-0.9700621497566368,2.8100793942626874e-05,0.00041482574941343584
BBLN,0.7159818204584507,0.016429981435790872,0.03762903462040002
BBOF1,0.16314531166072754,0.3769734156776374,0.47145871792411953
BBOX1,-0.3379663219830551,0.2069044202306945,0.29000573735020513
BBS10,-0.2620564953994542,0.17442362266525877,0.2530267904396326
BBS12,0.05773092217452813,0.8002733562800389,0.8455142135665474
BBS2,-0.05276129042072242,0.6210413977180617,0.6988841122677674
BBS4,0.17740215205427212,0.05801039890565598,0.10366994250082787
BBS5,-0.16708111165507766,0.3682312924339437,0.46276955755624516
BBS7,-0.2730838017060293,0.16880373769425452,0.2466150796281828
BBS9,0.02457640152622087,0.8818131631977844,0.9102928882665491
BBX,0.12570259951624507,0.09115014265913929,0.15040745532501054
BCAM,1.2760241434902593,0.0012664968140407543,0.005349464545625575
BCAP29,-0.31176091320420696,0.007797796034176453,0.020970028877023695
BCAP31,0.41052277130904713,0.001358742559569524,0.005607637554445544
BCAR1,1.4335043168371264,0.00010936009577361154,0.0009811823599661068
BCAR3,0.7169190270824135,0.008637889262626968,0.022663905340381513
BCAS2,-0.46080994683356735,0.0054492459555543354,0.015916929170199018
BCAS3,0.9244518826097305,0.0006527698773694765,0.0033163331887641192
BCAT1,-0.111295239485381,0.732748289372243,0.7920642874846411
BCAT2,0.3710288667620061,0.05988593735477492,0.10629955924795606
BCCIP,-0.44692754219749453,0.0005634707304832469,0.0029764379590546774
BCDIN3D,0.0562520016625756,0.6682449560424394,0.7383590311513949
BCHE,-1.0480168424735545,0.00030068478241718135,0.001928282273590047
BCKDHB,-0.6780940692763515,1.4242163823340981e-05,0.0002758868641655433
BCKDK,0.7615840206021982,0.0006855180446378033,0.003441457572946957
BCL10,-0.3899931456821921,0.003516920263805981,0.011438687495014853
BCL11B,-0.5018938772403727,0.006538184674750523,0.018316665181468288
BCL2,-0.34684643043719365,0.047633873594992736,0.08854272744416895
BCL2A1,-0.6830361277362664,0.028832886644760376,0.05937642011331078
BCL2L1,0.8344133705777921,0.002274815804415509,0.008224478360494005
BCL2L10,-0.16839140491184157,0.5868344752538304,0.6684536115886058
BCL2L11,-0.12347948609679538,0.6219980502324431,0.6997810584815093
BCL2L12,0.18777456970420747,0.14116805209604566,0.2136443895086053
BCL2L13,0.13900304564528376,0.10388805321489653,0.16670921425356536
BCL2L2,0.2541130768724287,0.00012004237856948845,0.0010458815428997903
BCL3,0.014280032723349656,0.9638019722725852,0.9741710090910101
BCL6,-0.6431246531462378,0.010615417534328295,0.02659009461607695
BCL6B,0.1635496689559952,0.5784174730081385,0.6614436639259299
BCL7A,0.48253252248417766,0.0016148875450608155,0.0063728220462600975
BCL7B,-0.0003747918890777413,0.9962023890524443,0.9974703969663125
BCL7C,-0.26429829433593355,0.1324131220733194,0.20293985022493244
BCL9,0.46529506387839525,0.026140536399561973,0.054810533279680954
BCL9L,1.250100407296233,0.002135201133008256,0.007853551594646978
BCLAF1,-0.49461007452913464,0.00012026510479917403,0.0010461950551742963
BCLAF3,-0.29955016395151013,0.004429587110336226,0.01358413599026635
BCO1,0.6091581503361772,0.0075237248835703175,0.020370430916755944
BCO2,-0.4301914661504025,0.06279884747940752,0.11063397279622918
BCOR,0.2588591915737215,0.003736227444815346,0.012003566092246273
BCORL1,0.5107980368898053,0.02900609643317851,0.0596493412110064
BCR,0.47660734889642065,0.0035645391479170977,0.011547838790290579
BCS1L,0.41414086396996197,0.001987464080544583,0.0074412510820959015
BDH1,0.2963998434206143,0.07247900691983687,0.12461652000217183
BDH2,-0.18381510943279977,0.040961189921182105,0.07830515775114494
BDP1,-0.17555212595850556,0.22578563724233328,0.3110671924843835
BECN1,0.42147370059869793,0.0005209735604020306,0.0028118035453294664
BEND3,0.5387110210403749,0.03583371957089279,0.07045155657936515
BEND7,0.05604912886248048,0.39083924718084617,0.48510980637630174
BEST1,-0.7950875992887454,0.08979458249767519,0.14852466594465819
BET1,-0.8324461848752431,1.7062746205666387e-05,0.00030827788577353024
BET1L,0.3626906601481572,0.00017076761928251153,0.0013234655198042175
BEX1,-0.8554050474514847,0.00938038310896728,0.02417114264426808
BEX3,-0.16672179872260529,0.2928098379684079,0.38344561915556247
BEX4,-0.6473653171340796,0.02883036623350566,0.05937642011331078
BEX5,-0.05990997839947321,0.8785162440702912,0.907850735249571
BFAR,-0.031033306534533622,0.7729528594402265,0.8239807834670452
BGN,0.3553438796470978,0.1365751024614625,0.20805033064204032
BHLHE40,0.14502727250441083,0.5369131187354028,0.6230276357059332
BHLHE41,-0.39947979865273187,0.06736720926516415,0.11714448750194396
BHMT,-0.10338481921799136,0.6415719155753116,0.7161061953124638
BHMT2,0.2131246128532549,0.014119672068397277,0.03347939348010085
BICC1,-0.21351715516606884,0.0766625685389046,0.13034420423891058
BICD1,-0.6077369538164934,0.01629629370828677,0.03740100351511008
BICD2,-0.024658505784545426,0.7629266233868901,0.8161670498094971
BICDL1,1.7390814160586392,0.000493117704071058,0.002712662970157518
BICRA,0.09691366982048066,0.6608346196863857,0.7315846942795245
BICRAL,-0.20577382828322932,0.10982825855318212,0.1741916175991806
BID,0.39827044737510064,0.003207554532043029,0.010656470007568062
BIN1,0.7698094368404451,0.0001294156944209823,0.0011031786317039405
BIN2,-0.1728011462581991,0.3597476924787625,0.4542781681233835
BIN3,0.008359490071431885,0.9407545959626507,0.9567575350418884
BIRC2,-0.26791564108991395,0.0016100853244575386,0.006360332852157016
BIRC3,-0.26089416283148203,0.3206888172982763,0.4136910346736432
BIRC5,0.02022908970060211,0.9111813796860131,0.9338576645612444
BIRC6,0.34880142780807866,0.001257040354486922,0.005326203117832136
BIVM,-0.8045688533528637,6.900434600425504e-06,0.00018477072664262049
BKGD,-0.3861793927261079,0.017189464191480226,0.039055626621271274
BLCAP,-0.06826029380506249,0.3503057582111062,0.44457464663746427
BLMH,-0.274890289109031,0.14475582057628592,0.21807047394798865
BLNK,-1.0583866760298601,4.986652858462973e-05,0.0005908959013275988
BLOC1S1,-0.9933521874296769,3.6570198617039655e-06,0.00012429142697930817
BLOC1S2,0.020168871220711537,0.8808023467431871,0.9096414311175519
