target_label,target_chembl_id,target_pref_name,target_organism,target_tax_id,activity_id,record_id,molecule_chembl_id,parent_molecule_chembl_id,molecule_pref_name,canonical_smiles,assay_chembl_id,assay_description,assay_type,bao_format,bao_label,assay_variant_accession,assay_variant_mutation,document_chembl_id,document_journal,document_year,standard_type,standard_relation,standard_value,standard_units,standard_upper_value,pchembl_value,relation,value,units,text_value,data_validity_comment,potential_duplicate,standard_flag,src_id,standard_value_nM,pActivity_nM,endpoint_stratum,quality_flags,training_use
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359123,4287006,CHEMBL5816433,CHEMBL5816433,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(=O)(=O)Nc4ccc(C(C)(C)C)cc4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,550.0,nM,,6.26,=,550.0,nM,,,0,1,37,550.0,6.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359129,4287008,CHEMBL5850664,CHEMBL5850664,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(=O)(=O)c4cccc5ncccc45)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,550.0,nM,,6.26,=,550.0,nM,,,0,1,37,550.0,6.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359132,4287009,CHEMBL5902552,CHEMBL5902552,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(=O)(=O)c4ccc(-c5ccccc5)s4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,550.0,nM,,6.26,=,550.0,nM,,,0,1,37,550.0,6.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359135,4287010,CHEMBL5906610,CHEMBL5906610,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(=O)(=O)c4cnn(CC)c4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,550.0,nM,,6.26,=,550.0,nM,,,0,1,37,550.0,6.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359138,4287011,CHEMBL6051590,CHEMBL6051590,,C[C@H](CCNC(=O)NS(=O)(=O)c1ccc(C(C)(C)C)cc1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,5500.0,nM,,5.26,=,5500.0,nM,,,0,1,37,5500.0,5.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359153,4287016,CHEMBL5799544,CHEMBL5799544,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CNC(=O)NS(=O)(=O)c4cccc(C(C)(C)C)c4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,550.0,nM,,6.26,=,550.0,nM,,,0,1,37,550.0,6.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359168,4287021,CHEMBL5909258,CHEMBL5909258,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(=O)(=O)c4ccc(C(=O)O)cc4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,5500.0,nM,,5.26,=,5500.0,nM,,,0,1,37,5500.0,5.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359171,4287022,CHEMBL5841158,CHEMBL5841158,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CNC(=O)NS(=O)(=O)c4cccc(N5CCCCC5)c4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,550.0,nM,,6.26,=,550.0,nM,,,0,1,37,550.0,6.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359174,4287023,CHEMBL6029287,CHEMBL6029287,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(=O)(=O)C(C)(C)CO)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,5500.0,nM,,5.26,=,5500.0,nM,,,0,1,37,5500.0,5.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359177,4287024,CHEMBL5953088,CHEMBL5953088,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(=O)(=O)c4ccc(C(=O)OC)cc4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,550.0,nM,,6.26,=,550.0,nM,,,0,1,37,550.0,6.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,27359180,4287025,CHEMBL6014883,CHEMBL6014883,,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NS(N)(=O)=O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL5732876,"Human FXR (NR1H4) Assay: The potency and efficacy of the compounds of the invention on TGR5 receptor was evaluated using in vitro assays which carried out using the express kit from DiscoverX (cAMP HUNTER eXpress GPBAR1 CHO-K1 GPCR Assay; Cataloguer number: 95-0049E2CP2S)GPBAR1 (G protein-coupled bile acid receptor 1) encodes a member of the G protein-coupled receptor (GPCR) superfamily. GPBAR1 activation following ligand binding initiates a series of second messenger cascades that result in a cellular response. Treatment of CHO cells expressing GPBAR1 with bile acids induces the production of intracellular cAMP and internalization of the receptor. The potency and efficacy of compound for GPBAR1 activation by measuring cyclic adenosine monophosphate (cyclic AMP or cAMP) levels in live cells using a competitive immunoassay based on Enzyme Fragment Complementation (EFC).In briefly, following seeding the cells into the white, 96 well microplate, place it in a 37° C., 5% CO2 in a humidified incubator for 18-24 hours prior to testing. On second day, proceed to the appropriate cAMP HUNTER eXpress Protocol according to the manufacturer's instructions. Dissolve agonist compound in DMSO at the desired stock concentration, and prepare 3-fold serial dilutions of agonist compound in Cell Assay Buffer. The concentration of each dilution should be prepared at 4× of the final screening concentration (i.e. 15 μL compound+45 μL Cell Assay Buffer/cAMP Antibody Reagent). For each dilution, the final concentration of solvent should remain constant. Transfer 15 μL diluted compound the assay plate and incubate the plate for 30 minutes at 37° C. Following agonist incubation, add 60 μL of working cAMP detection reagents/cAMP Solution mixture (cAMP Lysis Buffer, Substrate Reagent 1, cAMP Solution D) to the appropriate wells. Incubate for 1 hour at room temperature (23° C.), protected from light. Add 60 μl of cAMP Solution A to the appropriate wells. Incubate for 3 hours at room temperature (23° C.), protected from light. Read samples on Envision standard luminescence plate reader. Calculate of average EC50 after logarithm transformation.",B,BAO_0000219,cell-based format,,,CHEMBL5726536,,2019.0,EC50,=,5500.0,nM,,5.26,=,5500.0,nM,,,0,1,37,5500.0,5.259637310505756,fxr|EC50|B|cell-based format|CHEMBL5732876,variant_accession_missing;,candidate_after_assay_review
