std_smiles,pIC50,n_rep
CCCCCCOc1ccc(C(=O)CCN(C)C)cc1S(C)(=O)=O,5.075720713938118,1
CCCCCCOc1ccc(C(=O)CCN(C)C)cc1SC,5.292429823902063,1
CCCCCCOc1ccc(C(=O)CCN(C)C)cc1[N+](=O)[O-],5.522878745280337,1
CCCCCCOc1ccc(C(=O)CCN(CCCC)CCCC)cc1,5.568636235841012,1
CCCCCCOc1ccc(C(=O)CCN2CC2C)c(Cl)c1,5.337242168318426,1
CCCCCCOc1ccc(C(=O)CCN2CC2C)c(Cl)c1Cl,5.301029995663981,1
CCCCCCOc1ccc(C(=O)CCN2CC2C)cc1,4.657577319177793,1
CCCCCCOc1ccc(C(=O)CCN2CCCC2)cc1,4.723538195826756,1
CCCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,5.040958607678906,1
CCCCCCOc1ccc(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1,5.920818753952375,1
CCCCCCOc1ccc(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1Cl,6.221848749616356,1
CCCCCCOc1ccc(C(=O)CCN2CCN(C)CC2)cc1,5.251811972993799,1
CCCCCCOc1ccc(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1,5.698970004336019,1
CCCCCCOc1ccc(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1Cl,5.920818753952375,1
CCCCCCOc1ccc(C(=O)CCN2CCN(c3ccccc3)CC2)cc1,5.42021640338319,1
CCCCCCOc1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1,5.318758762624412,1
CCCCCCOc1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1Cl,5.920818753952375,1
CCCCCCOc1ccc(C(=O)CCN2CCOCC2)c(Cl)c1,5.7447274948966935,1
CCCCCCOc1ccc(C(=O)CCN2CCOCC2)c(Cl)c1Cl,6.154901959985743,1
CCCCCCOc1ccc(C(=O)CCN2CCOCC2)cc1,5.3872161432802645,1
CCCCCCOc1ccc2c(c1)CC(CN(C)C)C2=O,5.769551078621726,1
CCCCCCOc1ccc2c(c1)CCC(CN(C)C)C2=O,5.638272163982407,1
CCCCCCOc1ccc2c(c1)OCC(CN(C)C)C2=O,5.795880017344075,1
CCCCCCOc1cccc(C(=O)CCN(C)C)c1,5.1487416512809245,1
CCCCCCS(=O)(=O)c1cc(C)c(C(=O)CCN(C)C)c(C)c1,5.958607314841775,1
CCCCCCS(=O)(=O)c1cc(C)c(C(=O)CCN2CC2C)c(C)c1,5.455931955649724,1
CCCCCCS(=O)(=O)c1cc(C)c(C(=O)CCN2CCN(C(C)=O)CC2)c(C)c1,5.920818753952375,1
CCCCCCS(=O)(=O)c1cc(C)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(C)c1,5.823908740944319,1
CCCCCCS(=O)(=O)c1cc(C)c(C(=O)CCN2CCNC(=O)C2)c(C)c1,5.267606240177031,1
CCCCCCS(=O)(=O)c1cc(C)c(C(=O)CCN2CCOCC2)c(C)c1,6.045757490560675,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN(C)C)c(Cl)c1,5.958607314841775,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN(C)C)cc1Cl,5.6777807052660805,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CC2C)c(Cl)c1,5.6777807052660805,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CC2C)cc1Cl,5.769551078621726,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1,6.154901959985743,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCN(C(C)=O)CC2)cc1Cl,6.096910013008056,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1,6.096910013008056,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)cc1Cl,6.096910013008056,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCNC(=O)C2)c(Cl)c1,6.0,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCNC(=O)C2)cc1Cl,6.221848749616356,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCOCC2)c(Cl)c1,6.096910013008056,1
CCCCCCS(=O)(=O)c1cc(Cl)c(C(=O)CCN2CCOCC2)cc1Cl,6.045757490560675,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN(C)C)c(Cl)c1,5.443697499232712,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN(C)C)c(Cl)c1Cl,5.537602002101044,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN(C)C)cc1,5.309803919971486,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CC2C)c(Cl)c1,5.638272163982407,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CC2C)c(Cl)c1Cl,5.920818753952375,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1,6.301029995663981,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1Cl,6.0,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1,6.3979400086720375,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1Cl,6.045757490560675,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1,6.154901959985743,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1Cl,6.096910013008056,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCOCC2)c(Cl)c1,6.221848749616356,1
CCCCCCS(=O)(=O)c1ccc(C(=O)CCN2CCOCC2)c(Cl)c1Cl,6.154901959985743,1
CCCCCCSc1cc(C)c(C(=O)CCN(C)C)c(C)c1,5.823908740944319,1
CCCCCCSc1cc(C)c(C(=O)CCN2CC2C)c(C)c1,5.275724130399211,1
CCCCCCSc1cc(C)c(C(=O)CCN2CCN(C(C)=O)CC2)c(C)c1,6.045757490560675,1
CCCCCCSc1cc(C)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(C)c1,5.3979400086720375,1
CCCCCCSc1cc(C)c(C(=O)CCN2CCNC(=O)C2)c(C)c1,4.950781977329818,1
CCCCCCSc1cc(C)c(C(=O)CCN2CCOCC2)c(C)c1,5.795880017344075,1
CCCCCCSc1cc(Cl)c(C(=O)CCN(C)C)c(Cl)c1,5.769551078621726,1
CCCCCCSc1cc(Cl)c(C(=O)CCN(C)C)cc1Cl,5.920818753952375,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CC2C)c(Cl)c1,5.619788758288394,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CC2C)cc1Cl,5.376750709602099,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1,5.958607314841775,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(C(C)=O)CC2)cc1Cl,6.096910013008056,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1,5.886056647693163,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)cc1Cl,6.154901959985743,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCNC(=O)C2)c(Cl)c1,5.769551078621726,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCNC(=O)C2)cc1Cl,6.221848749616356,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCOCC2)c(Cl)c1,5.958607314841775,1
CCCCCCSc1cc(Cl)c(C(=O)CCN2CCOCC2)cc1Cl,6.0,1
CCCCCCSc1ccc(C(=O)CCN(C)C)c(Cl)c1,5.823908740944319,1
CCCCCCSc1ccc(C(=O)CCN(C)C)c(Cl)c1Cl,5.886056647693163,1
CCCCCCSc1ccc(C(=O)CCN(C)C)cc1,5.229147988357855,1
CCCCCCSc1ccc(C(=O)CCN2CC2C)c(Cl)c1,5.267606240177031,1
CCCCCCSc1ccc(C(=O)CCN2CC2C)c(Cl)c1Cl,5.443697499232712,1
CCCCCCSc1ccc(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1,6.221848749616356,1
CCCCCCSc1ccc(C(=O)CCN2CCN(C(C)=O)CC2)c(Cl)c1Cl,6.045757490560675,1
CCCCCCSc1ccc(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1,5.769551078621726,1
CCCCCCSc1ccc(C(=O)CCN2CCN(S(=O)(=O)CC)CC2)c(Cl)c1Cl,6.154901959985743,1
CCCCCCSc1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1,5.698970004336019,1
CCCCCCSc1ccc(C(=O)CCN2CCNC(=O)C2)c(Cl)c1Cl,6.096910013008056,1
CCCCCCSc1ccc(C(=O)CCN2CCOCC2)c(Cl)c1,6.096910013008056,1
CCCCCCSc1ccc(C(=O)CCN2CCOCC2)c(Cl)c1Cl,5.886056647693163,1
CCCCCCc1ccc(C(=O)/C=C\C(=O)O)cc1,4.752026733638194,1
CCCCCCc1ccc(C(=O)C2CO2)cc1,4.718966632752273,1
CCCCCCc1ccc(C(=O)CCBr)cc1,5.522878745280337,1
CCCCCCc1ccc(C(=O)CCN(C(C)C)C(C)C)cc1,5.698970004336019,1
CCCCCCc1ccc(C(=O)CCN(C)C)cc1,5.366531544420413,1
CCCCCCc1ccc(C(=O)CCN(C)CCO)cc1,5.795880017344075,1
CCCCCCc1ccc(C(=O)CCN(C)CCc2ccccc2)cc1,5.823908740944319,1
