std_smiles,pIC50,n_rep
O=C(c1cc(-c2ccccc2)on1)N1CCC(Oc2ccccc2)CC1,5.380906669373257,1
O=C(c1cc(-c2ccccc2)on1)N1CCC(c2cc(F)ccc2Cl)CC1,5.978810700930062,1
O=C(c1cc(-c2ccccc2)on1)N1CCC(c2cccc(F)c2)C1,6.026872146400301,1
O=C(c1cc(-c2ccccc2)on1)N1CCC(c2cccc(F)c2)CC1,6.823908740944319,1
O=C(c1cc(-c2ccccc2)on1)N1CCC(c2ccccc2)C1,5.585026652029182,1
O=C(c1cc(-c2ccccc2)on1)N1CCC(c2ccccc2)CC1,5.787812395596042,1
O=C(c1cc(-c2ccccc2)on1)N1CCC(c2ccccc2C(F)(F)F)CC1,4.957818405484233,1
O=C(c1cc(-c2ccccc2)on1)N1CCC2(CCN(c3ccccc3)C2)C1,4.468521082957745,1
O=C(c1cc(-c2ccccc2)on1)N1CCCC1Cc1ccccc1,5.050609993355087,1
O=C(c1cc(-c2ccccc2)on1)N1CCCC1c1ccccc1,4.522444667801019,1
O=C(c1cc(-c2ccccc2)on1)N1CCC[C@@H]1c1ccccc1,4.9931062920521,1
O=C(c1cc(-c2ccccc2)on1)N1CCC[C@H]1c1ccccc1,4.7447274948966935,1
O=C(c1cc(-c2ccccc2)on1)N1CCN(c2cc(F)ccc2Cl)CC1,5.253365801062421,1
O=C(c1cc(-c2ccccc2)on1)N1CCN(c2ccccc2)CC1,4.877129077135565,1
O=C(c1cc(-c2ccccc2)on1)N1CCn2ccnc2C1,4.530325227448202,1
O=C(c1cc(-c2ccccc2C(F)(F)F)on1)N1CCC(c2ccccc2)C1,5.133712660915805,1
O=C(c1cc(-c2ccccc2Cl)on1)N1CCC(c2ccccc2)C1,4.864549300654486,1
O=C(c1cc(-c2ccccn2)on1)N(Cc1ccc(F)c(F)c1)c1cnn(Cc2ccc(F)c(F)c2)c1,4.4795164672592085,1
O=C(c1cc(-c2ccccn2)on1)N1CC(c2ccccc2)C1,5.505845405981557,1
O=C(c1cc(-c2ccccn2)on1)N1CCC(c2cccc(F)c2)C1,5.045757490560675,1
O=C(c1cc(-c2ccccn2)on1)N1CCC(c2ccccc2)C1,4.6777807052660805,1
O=C(c1cc(-c2ccccn2)on1)N1CCC(c2ccccc2)CC1,4.850165303284215,1
O=C(c1cc(-c2ccccn2)on1)N1CCC[C@H]1c1ccccc1,4.464705879957229,1
O=C(c1cc(-c2cccnc2)on1)N1CC(c2ccccc2)C1,5.29413628771608,1
O=C(c1cc(-c2cccnc2)on1)N1CCC(c2ccccc2)CC1,5.97469413473523,1
O=C(c1cc(-c2ccco2)on1)N1CC(Cc2ccccc2)C1,6.200659450546418,1
O=C(c1cc(-c2ccco2)on1)N1CC(Oc2ccccc2)C1,5.853871964321762,1
O=C(c1cc(-c2ccco2)on1)N1CC(c2ccccc2)C1,5.943095148663527,1
O=C(c1cc(-c2ccco2)on1)N1CC2(CCC2)C1,4.657577319177793,1
