canonical_smiles,name,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,n_active,MTS,admet_ok,pains,mw2,obscure,final
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@@H]([C@H](O)C[C@@]4(C)[C@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,5Z,10S,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
COC(=O)[C@@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@H]([C@H](O)C[C@@]4(C)[C@@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2R)-2-[2-({[(1S,2R,5Z,10R,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@H]([C@H](O)C[C@@]4(C)[C@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,5Z,10S,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
CC(C)C1=CC(OC2=C(Cl)C=C(CC(=O)O)C=C2Cl)=CC=C1O,KB-141,,Polyketides,6.41,6.89,5.86,6.72,5.46,6.27,6.69,6.56,5.38,8.81,7.47,8.81,5,35.67,True,False,355.217,0.0,35.67
O=C(O)CCC1=CC=C(OC2=C(O)C=CC3=C2OC(=O)C=C3)C=C1O,,,Shikimates and Phenylpropanoids,6.64,7.82,5.22,6.18,5.27,6.11,6.75,6.57,5.2,7.88,7.48,7.88,5,35.66,True,False,342.30300000000005,0.0,35.66
COC(=O)CC(C1=CC=C2OCCOC2=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL543541,,Shikimates and Phenylpropanoids,6.53,7.78,5.25,6.85,5.67,7.38,5.79,5.37,5.21,7.12,7.43,7.78,5,35.66,True,False,474.46500000000015,0.0,35.66
CC1=C\[C@@H](O)CC(=O)CC2=NC(=CO2)C(=O)N2CCC=C2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(O)=N/C\C=C\1,Ostreogrycin A,Alstonia lenormandii|Carex pendula|Cryptosporiopsis abietina|Gueriniella serratulae|Halobates hayanus|Hydrangea macrophylla|Mycoplasma genitalium|Neonauclea sessilifolia|Nepeta tuberosa|Polysyncraton echinatum|Streptomyces graminofaciens|Streptomyces pristinaespiralis,Amino acids and Peptides,6.56,7.5,4.75,6.18,6.69,6.28,5.58,6.52,5.23,6.68,6.96,7.5,5,33.95,True,False,525.6020000000003,1.0,35.65
O=C1C(C2=CC=C(O)C=C2)=COC2=C(O[C@H]3O[C@H]([C@H](O)CO)[C@H](O)[C@H]3O)C(O)=CC=C12,,,Shikimates and Phenylpropanoids,6.62,7.81,5.33,6.27,5.58,7.32,6.69,5.22,5.18,7.17,7.43,7.81,5,35.61,True,False,432.3810000000001,0.0,35.61
O=C1C(C2=CC=C(O)C=C2)=COC2=C(O[C@@H]3O[C@H]([C@H](O)CO)[C@H](O)[C@H]3O)C(O)=CC=C12,,,Shikimates and Phenylpropanoids,6.62,7.81,5.33,6.27,5.58,7.32,6.69,5.22,5.18,7.17,7.43,7.81,5,35.61,True,False,432.3810000000001,0.0,35.61
COC(=O)CC(C1=CC=CC=C1OC)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,methyl 3-(7-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl)-3-(2-methoxyphenyl)propanoate,,Shikimates and Phenylpropanoids,6.55,7.77,5.38,6.64,5.55,7.55,5.86,5.31,5.36,7.07,7.46,7.77,5,35.58,True,False,446.4550000000002,0.0,35.58
COC(=O)CC(C1=CC=CC=C1OC(C)C)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL544432,,Shikimates and Phenylpropanoids,6.56,7.68,5.39,6.62,5.51,7.61,5.8,5.45,5.35,7.11,7.47,7.68,5,35.58,True,False,474.5090000000002,0.0,35.58
COC1=CC(C2CC(=O)C3=C(C=C(O)C(C/C=C(\C)CCC(O)C(C)(C)O)=C3O)O2)=CC(OC)=C1O,,Paulownia tomentosa,Shikimates and Phenylpropanoids,6.7,7.54,5.09,6.52,6.52,5.82,5.52,5.98,5.18,6.6,6.95,7.54,5,33.88,True,False,502.5600000000003,1.0,35.57
COC1=CC=C(C[C@H]2NC(=O)/C=C/C[C@@H](C[C@H]3O[C@@H]3C3=CC=CC=C3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)C=C1Cl,Cryptophycin 40,Nostoc,Amino acids and Peptides,6.64,7.48,6.28,6.67,5.61,5.95,5.03,6.56,5.21,6.52,6.93,7.48,5,33.87,True,False,641.1610000000002,1.0,35.56
COC1=CC=C(C[C@H]2NC(=O)/C=C\C[C@@H](C[C@H]3O[C@@H]3C3=CC=CC=C3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)C=C1Cl,Cryptophycin-40,Nostoc sp. GSV 224,Amino acids and Peptides,6.64,7.48,6.28,6.67,5.61,5.95,5.03,6.56,5.21,6.52,6.93,7.48,5,33.87,True,False,641.1610000000002,1.0,35.56
CC[C@H](O)COC1=CC(O)=CC2=C1C(=O)C(O)=C(C1=CC=C(O)C(CC3=CC=CC=C3)=C1)O2,,,Shikimates and Phenylpropanoids,6.55,7.95,5.06,6.62,5.57,7.22,5.99,5.56,5.02,7.21,7.46,7.95,5,35.55,True,False,448.4710000000002,0.0,35.55
O=C1C(O)=C(C2=CC=C(O)C(CC3=CC=CC=C3)=C2)OC2=CC(O)=CC(OCC(CO)CO)=C12,,,Shikimates and Phenylpropanoids,6.58,7.84,5.07,6.73,5.64,7.31,6.3,5.47,5.12,7.05,7.4,7.84,5,35.51,True,False,464.4700000000003,0.0,35.51
COC1=C(O)C(C2(C3=CN=CC3)CCCCC2)=C2[O+]=C(C3=CC=C(O)C=C3)[CH-]C(=O)C2=C1OCCCO,"7-hydroxy-2-(4-hydroxyphenyl)-5-(3-hydroxypropoxy)-6-methoxy-4-oxo-8-[1-(3H-pyrrol-3-id-4-yl)cyclohexyl]-3,4-dihydro-1??-benzopyran-1-ylium-3-ide",,Alkaloids,7.16,7.72,5.28,6.32,5.36,7.44,5.85,6.5,5.58,6.68,7.44,7.72,5,35.5,True,False,505.56700000000023,0.0,35.5
COC1=C(O)C=C([C@@H]2CC(=O)C3=C(O)C4=C(OC(C)(C)C=C4)C(CC=C(C)C)=C3O2)C=C1CC=C(C)C,,,Shikimates and Phenylpropanoids,6.73,7.56,4.56,7.65,6.72,5.52,5.59,6.01,5.25,6.84,7.35,7.65,5,35.5,True,False,504.62300000000033,0.0,35.5
COC1=CC(O)=C2C(=O)C(OC)=C(OC3=CC=C(OC)C(OC)=C3)OC2=C1,"2-(3,4-dimethoxyphenoxy)-5-hydroxy-3,7-dimethoxychromen-4-one",Artemisia,Polyketides,6.66,7.4,4.88,5.96,5.46,6.06,6.67,6.55,5.1,6.51,6.91,7.4,5,33.79,True,False,374.34500000000014,1.0,35.48
COC1=CC(OC)=C2C(=O)[C@@]3(OC2=C1Cl)C(O)=C(C(CC(=O)NCC1=CC=C(O)C(Cl)=C1)C1=CC=C2OCOC2=C1)C(=O)C[C@H]3C,STL552226,,,6.72,7.7,6.26,7.02,6.67,5.95,5.61,5.95,5.29,7.36,7.36,7.7,5,35.47,True,False,670.4980000000002,0.0,35.47
CCCCC/C=C/C(=O)[C@H](CC1=CC=C(O)C(OC)=C1)C1=CC(C2=CC=C(N)N=C2)=C2C=CC(O)=CC2=C1,,,Shikimates and Phenylpropanoids,6.04,7.29,5.43,6.98,6.56,7.29,6.19,5.86,5.77,7.35,7.31,7.35,5,35.47,True,False,510.63400000000024,0.0,35.47
COC1=CC(C(CC(=O)NCC2=CC=CC3=C2C=CN3)C2=C(O)[C@@]3(OC4=C(Cl)C(OC)=CC(OC)=C4C3=O)[C@H](C)CC2=O)=CC=C1O,STL551987,,,6.66,7.64,5.42,7.12,6.65,5.76,5.87,5.76,5.2,7.36,7.37,7.64,5,35.43,True,False,661.1070000000003,0.0,35.43
CC[C@H](O)COC1=CC(O)=CC2=C1C(=O)C(O)=C(C1=CC=C(O)C(CC3=CC=CC(O)=C3)=C1)O2,,,Shikimates and Phenylpropanoids,6.58,7.81,5.0,6.63,5.54,7.19,6.01,5.55,5.08,7.22,7.41,7.81,5,35.43,True,False,464.4700000000002,0.0,35.43
CC(C)OC1=CC(O)=CC2=C1C(=O)C(O)=C(C1=CC=C(O)C(CC3=CC=CC=C3)=C1)O2,,,Shikimates and Phenylpropanoids,6.58,7.68,5.06,6.65,5.42,7.41,5.82,5.44,5.04,7.1,7.4,7.68,5,35.42,True,False,418.4450000000001,0.0,35.42
COC(=O)CC(C1=CC2=CC=C(OC)C=C2NC1=O)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL540635,,Shikimates and Phenylpropanoids,6.58,7.6,5.38,6.55,5.63,7.31,5.99,5.45,5.28,7.38,7.43,7.6,5,35.42,True,False,513.5020000000003,0.0,35.42
COC1=CC=CC=C1CN1C(=O)[C@@H]2C(C(C)O)NC3(C(O)=NC4=CC=C(Cl)C=C43)[C@@H]2C1=O,NPD12220,,Alkaloids,6.77,7.39,5.46,7.17,5.6,7.25,5.6,5.69,5.42,6.82,7.27,7.39,5,35.4,True,False,455.89800000000014,0.0,35.4
COC(=O)CC(C1=COC2=CC=C(OC)C=C2C1=O)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,methyl 3-(7-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl)-3-(6-methoxy-4-oxo-4H-chromen-3-yl)propanoate,,Shikimates and Phenylpropanoids,6.56,7.56,5.25,6.71,5.56,7.39,6.02,5.28,5.23,7.15,7.37,7.56,5,35.37,True,False,514.4860000000002,0.0,35.37
COC1=CC(C(CC(=O)NCCC2=CSC(C3=CC=CN=C3)=N2)C2=C(O)[C@@]3(OC4=C(Cl)C(OC)=CC(OC)=C4C3=O)[C@H](C)CC2=O)=CC=C1O,STL551621,,Alkaloids,6.7,8.14,5.66,6.86,6.58,5.98,5.71,5.77,5.32,7.09,7.36,8.14,5,35.37,True,False,720.2,0.0,35.37
COC(=O)CC(C1=CC(OC)=C2OCOC2=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL540976,,Shikimates and Phenylpropanoids,6.53,7.77,5.22,6.56,5.67,7.39,5.88,5.47,5.23,7.11,7.42,7.77,5,35.36,True,False,490.4640000000002,0.0,35.36
CNCO[C@@H]1CC2=C3C[C@H]4C5=C(C=C(CNC)[C@@H]4C4=CC6=CCN=C6C=C4)C(O)=CC=C5C3=C3O[C@@H](CO)CCC3=C2O[C@@H]1C1=CC=C(O)C(OCCO)=C1,,,,6.01,7.22,5.47,6.61,5.53,5.73,6.62,7.08,5.26,7.83,7.38,7.83,5,35.36,True,False,745.873,0.0,35.36
COC1=C(Cl)C=C(C[C@H]2NC(=O)/C=C\C[C@@H]([C@H](C)[C@H]3O[C@@H]3C3=CC=CC=C3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)C=C1Cl,,Nostoc sp. GSV 224,Amino acids and Peptides,6.57,7.4,6.36,6.55,5.56,5.5,5.1,6.5,5.12,6.65,6.87,7.4,5,33.67,True,False,675.606,1.0,35.35
COC1=C(Cl)C=C(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3C3=CC=CC=C3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)C=C1Cl,Cryptophycin 326,Nostoc|Nostoc sp. GSV224,Amino acids and Peptides,6.57,7.4,6.36,6.55,5.56,5.5,5.1,6.5,5.12,6.65,6.87,7.4,5,33.67,True,False,675.606,1.0,35.35
COC(=O)C[C@@H](C1=CC=CN=C1)C1=C(O)C(=O)C=C(CSC2=CC=CC=C2OC)O1,,,Alkaloids,6.54,8.17,5.26,7.16,6.57,6.09,5.66,5.43,5.48,6.9,7.41,8.17,5,35.34,True,False,427.4780000000002,0.0,35.34
COC(=O)C[C@H](C1=CC=CN=C1)C1=C(O)C(=O)C=C(CSC2=CC=CC=C2OC)O1,,,Alkaloids,6.54,8.17,5.26,7.16,6.57,6.09,5.66,5.43,5.48,6.9,7.41,8.17,5,35.34,True,False,427.4780000000002,0.0,35.34
CCC1=NC=C(C2=CC=CC(CCC3=C(O)C(OC)=C(OCCC4(O)CCCC4)C4=C3[O+]=C(C3=CC=C(O)C=C3)[CH-]C4=O)=C2)C1,"8-{2-[3-(2-ethyl-3H-pyrrol-3-id-4-yl)phenyl]ethyl}-7-hydroxy-5-[2-(1-hydroxycyclopentyl)ethoxy]-2-(4-hydroxyphenyl)-6-methoxy-4-oxo-3,4-dihydro-1??-benzopyran-1-ylium-3-ide",,Shikimates and Phenylpropanoids,6.93,7.75,5.51,6.55,5.44,7.31,6.24,5.79,5.19,6.79,7.33,7.75,5,35.33,True,False,609.7190000000004,0.0,35.33
COC1=C(O)C(CCC2=CC=CC(C3=CN=C(C4(C)CCCC4)C3)=C2)=C2[O+]=C(C3=CC=C(O)C=C3)[CH-]C(=O)C2=C1O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methoxy-8-(2-{3-[2-(1-methylcyclopentyl)-3H-pyrrol-3-id-4-yl]phenyl}ethyl)-4-oxo-3,4-dihydro-1??-benzopyran-1-ylium-3-ide",,Shikimates and Phenylpropanoids,7.02,7.67,5.55,6.55,5.39,7.26,6.04,6.45,5.24,6.83,7.32,7.67,5,35.33,True,False,551.6390000000005,0.0,35.33
COC1=CC(OC)=C2C(=O)[C@@]3(OC2=C1Cl)C(O)=C(C(CC(=O)NCC1=CC=C(O)C(Cl)=C1)C1=CC(OC)=C(OC)C(OC)=C1)C(=O)C[C@H]3C,,,Polyketides,6.7,7.67,6.26,6.96,6.62,5.82,5.75,5.82,5.25,7.37,7.33,7.67,5,35.32,True,False,716.5670000000001,0.0,35.32
COC(=O)CC(C1=CC=C(O)C(OC)=C1)C1=C(CC2=CC=C3OCCC3=C2)NNC1=O,STL541400,,Alkaloids,6.52,7.77,5.15,6.92,5.65,7.03,5.85,5.37,5.18,7.08,7.29,7.77,5,35.32,True,False,424.45300000000015,0.0,35.32
CCC(CC)C(=O)N1CC[C@H]2CC(=O)NC3=CC(C4=CC=CN=C4)=CC=C3OCC[C@H]2C1,,,Alkaloids,6.59,8.1,7.14,6.7,5.83,6.77,5.51,5.66,5.48,6.09,7.34,8.1,5,35.3,True,False,435.5680000000002,0.0,35.3
COC1=C(Cl)C=C(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3C3=CC=CC=C3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)C=C1Cl,Cryptophycin 31,Nostoc,Amino acids and Peptides,6.56,7.36,6.36,6.57,5.77,5.91,5.09,6.5,5.15,6.62,6.85,7.36,5,33.61,True,False,689.633,1.0,35.29
COC1=C(Cl)C=C(C[C@H]2NC(=O)/C=C\C[C@@H]([C@H](C)[C@H]3O[C@@H]3C3=CC=CC=C3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)C=C1Cl,Cryptophycin-31,Nostoc sp. GSV 224,Amino acids and Peptides,6.56,7.36,6.36,6.57,5.77,5.91,5.09,6.5,5.15,6.62,6.85,7.36,5,33.61,True,False,689.633,1.0,35.29
COC(=O)CC(C1=CC=C(SC)C=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL541598,,Shikimates and Phenylpropanoids,6.51,7.78,5.37,6.53,5.61,7.34,5.88,5.4,5.13,7.1,7.41,7.78,5,35.26,True,False,462.5230000000002,0.0,35.26
COC(=O)CC(C1=CC(OC)=C(OC)C(OC)=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,"methyl 3-(7-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl)-3-(3,4,5-trimethoxyphenyl)propanoate",,Shikimates and Phenylpropanoids,6.51,7.75,5.24,6.53,5.59,7.4,5.94,5.36,5.16,7.06,7.4,7.75,5,35.25,True,False,506.50700000000023,0.0,35.25
COC(=O)CC(C1=CC=C(OC)C(O)=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,methyl 3-(7-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl)-3-(3-hydroxy-4-methoxyphenyl)propanoate,,Shikimates and Phenylpropanoids,6.51,7.75,5.24,6.5,5.64,7.43,5.94,5.32,5.12,7.06,7.41,7.75,5,35.25,True,False,462.4540000000002,0.0,35.25
CC[C@H]1C=C[C@@H]([C@@H](O)C=C(C)C)OC(=O)/C(C)=C\C/C(O)=N\C2=CC(O)=CC3=C2O[C@@]2(CC1)CC(=O)[C@@H](C)C3O2,"(1~{S},4~{R},7~{S},10~{Z},13~{E},21~{S})-4-ethyl-13,17-dihydroxy-7-[(1~{S})-1-hydroxy-3-methyl-but-2-enyl]-10,21-dimethyl-8,24,26-trioxa-14-azatetracyclo[13.8.2.1^{1,20}.0^{19,25}]hexacosa-5,10,13,15,17,19(25)-hexaene-9,22-dione",Aegiceras corniculatum|Agaricus integer|Agaricus silvaticus|Ajuga bracteosa|Allium monspessulanum|Arbutus menziesii|Artemisia taurica|Bruguiera gymnorhiza|Buchenavia tetraphylla|Ceramium botryocarpum|Cereus chrysacanthus|Chromodoris obsoleta|Cinnamosma madagascariensis|Coeloseira pacifica|Daldinia concentrica|Echiochilon pauciflorum|Fumaria kraliki|Helichrysum nudifolium|Hyella caespitosa|Hypoxis nyasica|Isoberlinia angolensis|Justicia trinervia|Lepista irina|Macaranga sinensis|Mirabilis jalapa|Otostegia fruticosa|Paranephelius uniflorus|Pardachirus pavoninus|Periploca forrestii|Petalostemon purpureum|Plakinastrella clathrata|Podocarpus amarus|Potebniamyces gallicola|Pseudomonas chlororaphis|Ptilota pectinata|Rhododendron aureum|Saccharothrix mutabilis|Sipunculus nudus|Sonneratia alba|Sophora viciifolia|Stichopus horrens|Streptomyces atratus|Streptomyces caelestis|Tephroseris integrifolia|Teucrium orientale|Trichoderma citrinum|Ulva prolifera|Umbilicaria cinereorufescens|Veltheimia viridifolia|Xylopia aethiopica,Amino acids and Peptides,7.04,7.63,4.56,6.07,7.02,5.18,5.58,6.75,5.05,6.81,7.23,7.63,5,35.25,True,False,553.6520000000004,0.0,35.25
COC1=CC(OC)=C2C(=O)[C@@]3(OC2=C1Cl)C(=O)C=C(NC1=CC(C2=NN(C(C)C)N=N2)=CC=C1O)C[C@H]3C,STL549898,,,6.75,7.34,5.47,6.56,6.34,7.66,5.59,5.74,5.39,6.93,7.31,7.66,5,35.24,True,False,539.9760000000002,0.0,35.24
CCC1=CC=CC=C1/C=C/C[C@H](C)CCNC[C@]1(O)[C@H](OC2=CC=C3C(=O)C(C4=CC=C(O)C=C4)=COC3=C2)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O,,,Shikimates and Phenylpropanoids,6.8,7.67,5.87,6.83,6.33,7.43,5.9,5.58,5.24,6.51,7.31,7.67,5,35.24,True,False,659.7320000000004,0.0,35.24
COC(=O)CC(C1=CC=C(C(C)C)C=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL540902,,Shikimates and Phenylpropanoids,6.51,7.69,5.37,6.53,5.6,7.37,5.87,5.4,5.17,7.14,7.4,7.69,5,35.24,True,False,458.5100000000002,0.0,35.24
COC(=O)CC(C1=CC=C(OC)C(OC)=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,"methyl 3-(3,4-dimethoxyphenyl)-3-(7-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl)propanoate",,Shikimates and Phenylpropanoids,6.51,7.76,5.24,6.5,5.63,7.4,5.93,5.28,5.15,7.06,7.41,7.76,5,35.23,True,False,476.48100000000017,0.0,35.23
COC1=C(O)C(CC2=CNC=C2)=C2OC(C3=CC=C(O)C=C3)=CC(=O)C2=C1OCC[C@@H](O)/C=C/C1=CC=CC=C1,,,Shikimates and Phenylpropanoids,6.5,7.66,5.11,6.73,5.39,7.34,5.91,5.91,5.09,6.99,7.33,7.66,5,35.22,True,False,539.5840000000003,0.0,35.22
CNCC1=C(N)N=C2C3=C1C#C[C@H](C)CCC[C@@H](C[C@H](O)CCC1=CC=C(O)C(=C1)OCC1=CC(C4(C5=CC=CC=C5)CCOCC4)=CC4=CN2C=C14)OC3,"(19~{R},21~{S},25~{R})-30-amino-25-methyl-29-(methylaminomethyl)-7-(4-phenyltetrahydropyran-4-yl)-11,34-dioxa-2,31-diazahexacyclo[19.10.3.1^{2,5}.1^{12,16}.0^{4,9}.0^{28,32}]hexatriaconta-1(31),3,5(36),6,8,12(35),13,15,28(32),29-decaen-26-yne-13,19-diol",,Alkaloids,6.92,7.58,5.89,6.67,5.67,5.24,5.97,6.95,5.13,7.09,7.21,7.58,5,35.21,True,False,740.9449999999999,0.0,35.21
CC(C)(O)C(O)COC1=CC=C(C2=C(CC3=CC=CC=C3)C(O)=NC2=O)C=C1,"4-benzyl-3-[4-(2,3-dihydroxy-3-methylbutoxy)phenyl]-5-hydroxypyrrol-2-one",,Shikimates and Phenylpropanoids,6.71,7.76,5.45,6.54,5.5,7.19,6.02,5.82,5.12,7.01,7.32,7.76,5,35.21,True,False,381.42800000000005,0.0,35.21
COC(=O)CC(C1=CC=C(OC(C)C)C(OC)=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL540508,,Shikimates and Phenylpropanoids,6.53,7.65,5.25,6.51,5.54,7.45,5.88,5.47,5.15,7.06,7.39,7.65,5,35.2,True,False,504.53500000000025,0.0,35.2
COC(=O)CC(C1=CC=C(OC)C(OC(C)C)=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,STL540512,,Shikimates and Phenylpropanoids,6.53,7.65,5.25,6.51,5.55,7.45,5.88,5.42,5.15,7.06,7.39,7.65,5,35.2,True,False,504.53500000000025,0.0,35.2
CC(=O)N[C@@H](CC1=CC=C(OCC(=O)O)C(P(=O)(O)O)=C1)C(=O)N[C@H]1CCCCN(CC2=CC=C(C3=CC=CC=C3)C=C2)C1=O,RU85493,,Amino acids and Peptides,5.69,7.99,5.64,6.68,6.08,7.22,5.87,6.76,5.38,6.54,7.32,7.99,5,35.19,True,False,637.6260000000003,0.0,35.19
COC(=O)CC(C1=CC=C(OC)C(OC)=C1OC)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,"methyl 3-(7-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl)-3-(2,3,4-trimethoxyphenyl)propanoate",,Shikimates and Phenylpropanoids,6.51,7.73,5.27,6.53,5.55,7.35,5.88,5.37,5.22,7.06,7.38,7.73,5,35.18,True,False,506.50700000000023,0.0,35.18
COC1=CC=CC=C1CN1C(=O)[C@@H]2C(C(C)O)NC3(C(O)=NC4=C(C)C=CC=C43)[C@@H]2C1=O,NPD4268,,Alkaloids,6.81,7.34,5.49,7.07,5.53,7.15,5.62,5.73,5.28,6.81,7.19,7.34,5,35.18,True,False,435.4800000000002,0.0,35.18
CCC1=NC(N2CCNCC2)=C(C2=CC=CC(CCC3=C(O)C(OC)=C(OCCC(O)/C=C/C4=CC=CC=C4)C4=C3[O+]=C(C3=CC=C(O)C=C3)CC4=O)=C2)[CH-]1,,,,6.51,7.73,5.59,6.79,5.45,7.19,6.12,5.84,5.16,6.96,7.29,7.73,5,35.18,True,False,741.8850000000002,0.0,35.18
CCC1=NC(N2CCNCC2)=C(C2=CC=CC(CCC3=C(O)C(OC)=C(OCC[C@@H](O)/C=C/C4=CC=CC=C4)C4=C3[O+]=C(C3=CC=C(O)C=C3)CC4=O)=C2)[CH-]1,"8-(2-{3-[2-ethyl-5-(piperazin-1-yl)-3H-pyrrol-3-id-4-yl]phenyl}ethyl)-7-hydroxy-5-{[(4E)-3-hydroxy-5-phenylpent-4-en-1-yl]oxy}-2-(4-hydroxyphenyl)-6-methoxy-4-oxo-3,4-dihydro-1??-benzopyran-1-ylium-3-ide",,,6.51,7.73,5.59,6.79,5.45,7.19,6.12,5.84,5.16,6.96,7.29,7.73,5,35.18,True,False,741.8850000000002,0.0,35.18
COC1=CC=C(N2N=C(C)C3=C2C=C2OC4=C(C5=CC=C6C(=O)NC(=O)N(CCC(C)C)C6=N5)C(O)=C(C)C(O)=C4[C@@]2(C)C3=O)C=C1,,,Alkaloids,6.71,7.25,5.83,6.58,7.05,5.63,5.9,6.37,5.17,7.58,7.29,7.58,5,35.17,True,False,635.6770000000002,0.0,35.17
COC(=O)CC(C1=CC=C(OC)C=C1OC)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,"methyl 3-(2,4-dimethoxyphenyl)-3-(7-hydroxy-3-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl)propanoate",,Shikimates and Phenylpropanoids,6.55,7.59,5.23,6.51,5.57,7.39,6.0,5.34,5.23,7.12,7.37,7.59,5,35.16,True,False,476.48100000000017,0.0,35.16
COC1=CC(C(CC(=O)N2CCOCC2)C2=C(O)[C@@]3(OC4=C(Cl)C(OC)=CC(OC)=C4C3=O)[C@H](C)CC2=O)=CC=C1O,STL552405,,Polyketides,6.77,7.64,6.06,6.89,6.74,5.85,5.57,5.8,5.14,7.09,7.21,7.64,5,35.13,True,False,602.0360000000003,0.0,35.13
COC1=CC(OC)=C2C(=O)[C@@]3(OC2=C1Cl)C(O)=C(C(CC(=O)NCCC1=CSC(C2=CC=CN=C2)=N1)C1=CC=C(SC)C=C1)C(=O)C[C@H]3C,STL551689,,Alkaloids,6.7,8.15,5.81,6.91,6.56,6.06,5.69,5.78,5.32,6.8,7.29,8.15,5,35.12,True,False,720.2690000000001,0.0,35.12
