canonical_smiles,name,organism,pathway,pAct_ACC2,pAct_DGAT2,pAct_FASN,pAct_FDFT1,pAct_FXR,pAct_HMGCR,pAct_LXRa,pAct_PPARG,pAct_SCD,pAct_THRb,top3_mean,max_pAct,n_active,MTS,admet_ok,pains,mw2,obscure,final
C[C@H](O)[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O)=C(C4=CC=C(O)C=C4)OC3=C2)[C@H](O)[C@@H]1O,DTXSID501121006,Macroptilium atropurpureum,Shikimates and Phenylpropanoids,6.59,7.55,5.19,6.13,5.28,7.4,6.59,5.24,5.14,6.53,7.18,7.55,5,34.66,True,False,432.3810000000001,1.0,36.39
C[C@H](O)[C@@H]1O[C@H](OC2=CC(O)=C3C(=O)C(O)=C(C4=CC=C(O)C=C4)OC3=C2)[C@@H](O)[C@H]1O,,Prunus speciosa,Shikimates and Phenylpropanoids,6.59,7.55,5.19,6.13,5.28,7.4,6.59,5.24,5.14,6.53,7.18,7.55,5,34.66,True,False,432.3810000000001,1.0,36.39
C=C(C)[C@@H](O)CC1=CC=C(C2=C(O)C(=O)C3=C4OC(C)(C)CCC4=C(O)C(CC=C(C)C)=C3O2)C=C1O,DORSILURIN H,Dorstenia psilurus,Shikimates and Phenylpropanoids,6.7,7.68,5.71,6.52,5.69,7.16,5.88,6.05,5.24,6.57,7.18,7.68,5,34.63,True,False,506.59500000000037,1.0,36.36
COC1=CC2=CC3=C(C(=O)O[C@H](C)C3)C(O)=C2C2=C1[C@@H]1C34NC(=O)[C@]5(CCCN5C3=O)C[C@H]4C(C)(C)C3=NC4=C(C=CC5=C4C=CC(C)(C)O5)[C@]31O2,Waikikiamide B,Aspergillus sp. FM242,Alkaloids,6.77,7.51,5.58,6.62,6.95,5.9,5.5,6.18,5.15,6.78,7.08,7.51,5,34.63,True,False,701.7760000000002,1.0,36.36
COC1=CC2=CC3=C(C(=O)O[C@H](C)C3)C(O)=C2C2=C1[C@@H]1[C@@]34NC(=O)[C@]5(CCCN5C3=O)C[C@H]4C(C)(C)C3=NC4=C(C=CC5=C4C=CC(C)(C)O5)[C@]31O2,,Aspergillus,Alkaloids,6.77,7.51,5.58,6.62,6.95,5.9,5.5,6.18,5.15,6.78,7.08,7.51,5,34.63,True,False,701.7760000000002,1.0,36.36
COC1=CC(OC2=C(O)C(=O)C3=C(O)C(OC)=C(OC)C=C3O2)=CC=C1O,"3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenoxy)-6,7-dimethoxychromen-4-one",Artemisia,Shikimates and Phenylpropanoids,6.67,7.55,5.06,5.96,5.4,5.98,6.64,6.54,5.1,7.18,7.13,7.55,5,34.58,True,False,376.31700000000006,1.0,36.31
COC1=CC=C(C2=COC3=C4C=CC(C)(C)OC4=CC(O)=C3C2=O)C=C1,4'-O-Methylderrone,Euchresta horsfieldii,Shikimates and Phenylpropanoids,6.83,7.25,5.32,6.28,6.68,7.23,5.87,5.19,5.14,6.58,7.1,7.25,5,34.57,True,False,350.37000000000006,1.0,36.3
COC1=CC([C@@H]2CC(=O)C3=C(C=C4OC(C)(CCCC(C)(C)O)CCC4=C3O)O2)=CC(O)=C1OC,"(8S)-5-hydroxy-8-(3-hydroxy-4,5-dimethoxyphenyl)-2-(4-hydroxy-4-methylpentyl)-2-methyl-3,4,7,8-tetrahydropyrano[3,2-g]chromen-6-one",Paulownia tomentosa,Shikimates and Phenylpropanoids,6.85,7.48,4.41,6.93,6.61,5.84,5.75,5.85,5.32,6.69,7.09,7.48,5,34.56,True,False,486.5610000000003,1.0,36.29
COC1=CC([C@@H]2CC(=O)C3=C(C=C4OC(C)(CCC=C(C)C)C(O)CC4=C3O)O2)=CC=C1O,"(8S)-3,5-dihydroxy-8-(4-hydroxy-3-methoxyphenyl)-2-methyl-2-(4-methylpent-3-enyl)-3,4,7,8-tetrahydropyrano[3,2-g]chromen-6-one",Paulownia tomentosa,Shikimates and Phenylpropanoids,6.51,7.48,5.29,6.53,6.79,5.69,5.45,5.84,5.04,7.25,7.17,7.48,5,34.56,True,False,454.5190000000002,1.0,36.29
CC1=CC(OC2=CC(C)=C(C(N)=O)C(O)=C2)=CC=C1O,,Aspergillus austroafricanus,Alkaloids,6.5,6.99,5.13,5.82,5.16,6.18,6.74,6.64,5.12,7.65,7.13,7.65,5,34.52,True,False,273.288,1.0,36.25
CC1(C)C=CC2=C(C=C(O)C3=C2OC2=CC=C4OC(C(C)(C)O)CC4=C2C3=O)O1,"21-hydroxy-6-(2-hydroxypropan-2-yl)-17,17-dimethyl-7,12,18-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),3(11),4(8),9,14(19),15,20-heptaen-2-one",Maclura cochinchinensis|Maclura tricuspidata,Shikimates and Phenylpropanoids,6.92,7.52,5.1,6.67,6.76,5.44,5.66,5.37,5.09,6.62,7.07,7.52,5,34.49,True,False,394.42300000000023,1.0,36.21
CS[C@@]1(CC2=CC=CC=C2)NC(=O)[C@@](CC2=CC=CC=C2O)(SC)NC1=O,Eutypellazine J,Eutypella|Eutypella sp.|Eutypella sp. MCCC 3A00281,Alkaloids,6.52,7.71,5.37,6.87,6.64,5.48,5.98,5.37,5.14,6.75,7.11,7.71,5,34.49,True,False,402.54100000000005,1.0,36.21
COC1=CC=C(C2=CC(=O)C3=C(O)C=C4OC(C)(C)C=CC4=C3O2)C=C1,4'-O-Methylatalantoflavone,Atalantia buxifolia,Shikimates and Phenylpropanoids,6.83,7.24,5.08,6.2,6.57,7.24,5.91,5.54,5.12,6.59,7.1,7.24,5,34.47,True,False,350.37000000000006,1.0,36.19
COC1=CC2=C(C(O)=C1OC)C(=O)C(O)=C(C1=CC=C(OCC[C@H](C)CCCC(C)(C)O)C(O)=C1)O2,,Zanthoxylum alatum,Shikimates and Phenylpropanoids,6.65,7.61,5.04,6.52,5.27,7.15,5.84,5.83,5.39,6.53,7.14,7.61,5,34.46,True,False,502.5600000000004,1.0,36.18
CC(C)=CCC1=CC=CC([C@@H]2CC(=O)C3=C(O)C=C4OC(C)(C)C=CC4=C3O2)=C1O,"(-)-(2S)-5,2'-dihydroxy-6'',6''-dimethylchromeno-(7,8:2'',3'')-3'-prenylflavanone",Blighia sapida|Dalea boliviana|Misopates orontium|Spathiphyllum wallisii|Theobroma grandiflorum,Shikimates and Phenylpropanoids,6.62,7.7,5.5,6.64,6.77,5.24,5.54,5.87,5.11,6.67,7.05,7.7,5,34.4,True,False,406.4780000000002,1.0,36.12
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C(O)=C(NC(=O)C4=CC=C5OC(C(C)C)CC5=C4)C(=O)OC3=C2C)OC1(C)C,Coumabiocin B,Streptomyces|Streptomyces sp. L-4-4,Shikimates and Phenylpropanoids,6.68,7.35,5.52,6.58,6.86,5.51,5.78,6.06,5.21,6.91,7.04,7.35,5,34.38,True,False,612.6320000000002,1.0,36.1
C=C(C)[C@H]1CC2=C(OC3=C4C=CC(C)(C)OC4=CC(O)=C3C2=O)[C@@]23O[C@]12C(=O)C(O)=CC3=O,Artonin P,Artocarpus rigida|Artocarpus rigidus,Polyketides,6.79,7.55,4.37,6.61,6.77,5.5,5.61,5.29,5.06,6.66,7.04,7.55,5,34.38,True,False,448.42700000000025,1.0,36.1
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C(O)=C(NC(=O)C4=CC=C5O[C@H](C(C)C)CC5=C4)C(=O)OC3=C2C)OC1(C)C,,Streptomyces L-4-4,Shikimates and Phenylpropanoids,6.68,7.35,5.52,6.58,6.86,5.51,5.78,6.06,5.21,6.91,7.04,7.35,5,34.38,True,False,612.6320000000002,1.0,36.1
CC(C)(O)CCCC1(C)CCC2=C(C=C3O[C@H](C4=CC=C(O)C=C4)CC(=O)C3=C2O)O1,"(8S)-5-hydroxy-2-(4-hydroxy-4-methylpentyl)-8-(4-hydroxyphenyl)-2-methyl-3,4,7,8-tetrahydropyrano[3,2-g]chromen-6-one",Paulownia tomentosa,Shikimates and Phenylpropanoids,6.86,7.49,5.35,6.62,6.84,5.55,5.77,5.84,5.33,6.55,7.06,7.49,5,34.36,True,False,426.5090000000002,1.0,36.08
COC1=CC=CC(CC2=NC=CN2)=C1OC1=CC=CC(CC2=NC=CN2)=C1,100108-65-4,Lepidium sativum,Alkaloids,6.05,7.17,5.26,7.12,5.58,6.1,6.57,6.72,5.39,6.78,7.02,7.17,5,34.36,True,False,360.4170000000001,1.0,36.08
CC(C)=CCC1=CC=CC2=C1OC1=C3C=CC(C)(C)OC3=CC(O)=C1C2=O,LaurentixanthoneA,Psorospermum laurentii|Vismia laurentii,Shikimates and Phenylpropanoids,6.63,7.75,5.27,6.64,6.69,5.67,5.72,5.61,5.17,6.65,7.03,7.75,5,34.36,True,False,362.4250000000001,1.0,36.08
C/C=C1\N=C(/O)[C@H]2CSSCC/C=C/[C@H](C/C(O)=N/[C@H](C(C)C)/C(O)=N/2)OC(=O)[C@H](C(C)C)\N=C\1O,"(1~{S},4~{S},5~{Z},7~{Z},8~{Z},10~{S},16~{E},19~{Z},21~{R},22~{Z})-7-ethylidene-6,9,19,22-tetrahydroxy-4,21-diisopropyl-2-oxa-12,13-dithia-5,8,20,23-tetrazabicyclo[8.7.6]tricosa-5,8,16,19,22-pentaen-3-one",Humicola fuscoatra,,6.51,7.49,4.34,6.03,5.32,6.81,5.79,6.75,5.12,6.8,7.03,7.49,5,34.36,True,False,540.7080000000003,1.0,36.08
COC1=CC([C@@H]2CC(=O)C3=C(C=C4OC(C)(CCCC(C)(C)O)CCC4=C3O)O2)=CC(OC)=C1O,"(8S)-5-hydroxy-8-(4-hydroxy-3,5-dimethoxyphenyl)-2-(4-hydroxy-4-methylpentyl)-2-methyl-3,4,7,8-tetrahydropyrano[3,2-g]chromen-6-one",Paulownia tomentosa,Shikimates and Phenylpropanoids,6.85,7.48,4.38,6.92,6.57,5.84,5.72,5.85,5.3,6.52,7.08,7.48,5,34.34,True,False,486.5610000000003,1.0,36.06
CO[C@H]1CC=C(C2=COC3=C4C=CC(C)(C)OC4=CC(O)=C3C2=O)CC1,,Millettia pachycarpa,Shikimates and Phenylpropanoids,6.75,7.55,4.42,6.12,6.7,5.45,5.7,6.75,5.18,6.58,7.02,7.55,5,34.33,True,False,354.40200000000016,1.0,36.05
C[C@H](C/C=C/C1=CC=CC=C1)[C@H]1CC#C[C@@]2(O)[C@@H](C(=O)O)O[C@@H](OC3=CC=C4C(=O)C(C5=CC=C(O)C=C5)=COC4=C3)[C@@](O)(CNC1)[C@H]2O,,,Shikimates and Phenylpropanoids,6.81,7.69,5.8,7.74,5.82,7.25,5.83,6.27,5.18,6.54,7.56,7.74,5,36.03,True,False,667.7110000000002,0.0,36.03
COC1=CC=C(C[C@H]2/N=C(\O)C[C@H](O)C[C@@H]([C@H](C)/C=C/C3=CC=CC=C3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)C/N=C/2O)C=C1Cl,"(3~{S},6~{R},8~{Z},10~{R},11~{Z},14~{R},16~{S})-10-[(3-chloro-4-methoxy-phenyl)methyl]-9,12,14-trihydroxy-3-isobutyl-6-methyl-16-[(~{E},1~{R})-1-methyl-3-phenyl-allyl]-1,4-dioxa-8,11-diazacyclohexadeca-8,11-diene-2,5-dione",Ajuga nipponensis|Anneissia japonica|Capnella lacertiliensis|Cladrastis sikokiana|Cytisus prolifer|Eleutherococcus sieboldianus|Eriobotrya deflexa|Grevillea robusta|Katsuwonus pelamis|Lasius meridionalis|Lycopodium saururus|Meyerozyma guilliermondii|Neurolaena lobata|Nostoc sp|Osteospermum oppositifolium|Peperomia clusiifolia|Rana catesbeiana|Smilax moranensis|Streptomyces pilosus|Tinospora rumphii|Ungernia vvedenskyi|Vaccinium arctostaphylos,Polyketides,6.53,7.56,6.37,6.66,5.55,5.92,5.77,6.64,5.16,6.89,7.04,7.56,5,34.28,True,False,657.2040000000002,1.0,35.99
CC(C)=CCC1=C2O[C@@H](C(C)(C)O)CC2=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1)CC2=O,,Erythrina fusca|Lupinus luteus,Shikimates and Phenylpropanoids,6.54,7.53,5.34,6.62,6.89,5.23,5.62,5.84,5.19,6.64,7.02,7.53,5,34.22,True,False,424.49300000000017,1.0,35.93
CC(C)=CCC1=C2O[C@H](C(C)(C)O)CC2=C(O)C2=C1O[C@H](C1=CC=C(O)C=C1)CC2=O,,Erythrina fusca|Leptorumohra miqueliana,Shikimates and Phenylpropanoids,6.54,7.53,5.34,6.62,6.89,5.23,5.62,5.84,5.19,6.64,7.02,7.53,5,34.22,True,False,424.49300000000017,1.0,35.93
CC(C)=CCC1=C2O[C@@H](C(C)(C)O)CC2=C(O)C2=C1O[C@@H](C1=CC=C(O)C=C1)CC2=O,,Lonchocarpus minimiflorus|Lupinus luteus,Shikimates and Phenylpropanoids,6.54,7.53,5.34,6.62,6.89,5.23,5.62,5.84,5.19,6.64,7.02,7.53,5,34.22,True,False,424.49300000000017,1.0,35.93
CC(=O)O[C@H]1C(O)[C@@H](C(O)CO)O[C@H]1C1=C(O)C=C(O)C2=C1OC(C1=CC=C(O)C=C1)=CC2=O,8-C-beta-D-Glucofuranosylapigenin 2''-O-acetate,,Shikimates and Phenylpropanoids,6.61,7.74,5.1,7.65,5.46,7.36,5.9,5.49,5.16,6.53,7.58,7.74,5,35.89,True,False,474.41800000000023,0.0,35.89
CCC(CC)C(=O)N1CC[C@H]2CC(=O)NC3=CC=C(C4=CN(C)N=C4)C=C3OCC[C@H]2C1,"(5R,10S)-7-(2-ethylbutanoyl)-17-(1-methylpyrazol-4-yl)-2-oxa-7,13-diazatricyclo[12.4.0.05,10]octadeca-1(14),15,17-trien-12-one",,Alkaloids,6.65,8.06,7.2,6.6,5.91,7.38,5.6,6.08,5.48,6.12,7.55,8.06,5,35.89,True,False,438.5720000000003,0.0,35.89
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CON=C1C=C2CC[C@@H]3[C@@H]4CC[C@@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,,,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CON=C1C=C2CC[C@H]3[C@@H](CC[C@]4(C)[C@@H](O)CC[C@@H]34)[C@@]2(C)CC1,,,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,10S,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@@H](CC[C@]4(C)[C@@H](O)CC[C@@H]34)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1R,2R,10S,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CON=C1C=C2CC[C@H]3[C@@H](CC[C@]4(C)[C@H](O)CC[C@@H]34)[C@@]2(C)CC1,,,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)C(CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CON=C1C=C2CCC3C4CCC(O)[C@@]4(C)CCC3[C@@]2(C)CC1,AKOS030494604,,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@@H]3[C@@H](CC[C@]4(C)[C@@H](O)CC[C@@H]34)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1R,2R,10R,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1/C=C2CC[C@H]3[C@@H](CC[C@]4(C)[C@@H](O)CC[C@@H]34)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1R,2R,5E,10S,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CON=C1C=C2CC[C@@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,,,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,,,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
O=C1C=CC2=CC3=C(O)N=C(O)N=C3N(CC(O)C(O)C(O)CO)C2=C1,Factor Fo,Methanothermobacter thermautotrophicus,Alkaloids,6.5,7.52,5.97,6.2,6.72,6.81,5.99,5.44,5.18,6.59,7.02,7.52,5,34.14,True,False,363.3260000000001,1.0,35.85
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1/C=C2CC[C@@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,5E,10S,11S,14S,15S)-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,6.05,7.02,5.59,6.52,7.41,5.72,6.04,6.76,5.71,8.14,7.52,8.14,5,35.85,True,False,583.6820000000001,0.0,35.85
COC1=CC=C(C2=COC3=C4C(=CC(O)=C3C2=O)OC(=O)C[C@H]4C2=CN(C(C)C)N=C2)C=C1,,,Shikimates and Phenylpropanoids,6.59,7.68,5.73,6.8,5.52,7.88,5.81,5.68,5.3,6.89,7.48,7.88,5,35.84,True,False,446.4590000000002,0.0,35.84
COC1=CC=C(C2=COC3=C4C(=CC(O)=C3C2=O)OC(=O)C[C@@H]4C2=CN(C(C)C)N=C2)C=C1,,,Shikimates and Phenylpropanoids,6.59,7.68,5.73,6.8,5.52,7.88,5.81,5.68,5.3,6.89,7.48,7.88,5,35.84,True,False,446.4590000000002,0.0,35.84
O=C1C(O)=C(C2=CC=C(O)C(CC3=CC=CC=C3)=C2)OC2=CC(O)=CC(O[C@@H](CO)CCCO)=C12,,,Shikimates and Phenylpropanoids,6.6,7.83,5.04,6.83,5.31,7.28,5.87,5.38,5.55,7.26,7.46,7.83,5,35.8,True,False,478.49700000000036,0.0,35.8
CC1=C\[C@H](O)CC(=O)CC2=NC(=CO2)C(=O)N2CCC[C@@H]2C(=O)O[C@@H](C(C)C)[C@H](C)/C=C\C(O)=N/C\C=C\1,"(7~{R},10~{S},11~{R},12~{Z},14~{E},17~{E},19~{E},21~{R})-14,21-dihydroxy-10-isopropyl-11,19-dimethyl-9,26-dioxa-3,15,28-triazatricyclo[23.2.1.0^{3,7}]octacosa-1(27),12,14,17,19,25(28)-hexaene-2,8,23-trione",Alstonia lenormandii|Carex pendula|Cryptosporiopsis abietina|Gueriniella serratulae|Halobates hayanus|Hydrangea macrophylla|Neonauclea sessilifolia|Nepeta tuberosa|Polysyncraton echinatum,Amino acids and Peptides,6.58,7.49,4.56,6.24,6.67,6.0,5.41,6.57,5.03,6.76,6.97,7.49,5,34.07,True,False,527.6180000000004,1.0,35.77
CC(C)N1C=C(C2CC(=O)OC3=CC(O)=C4C(=O)C(C5=CC=C(O)C=C5)=COC4=C32)C=N1,STL539128,,Shikimates and Phenylpropanoids,6.54,7.94,5.63,6.73,5.55,7.73,5.78,5.54,5.33,6.82,7.5,7.94,5,35.76,True,False,432.43200000000013,0.0,35.76
C=CC1=CC=C(OC2=CC3=CC(O)=C(OC)C=C3OC2=O)C=C1OC=O,,Ruta montana,Shikimates and Phenylpropanoids,6.69,7.56,5.2,6.17,5.41,5.99,6.66,6.59,5.23,6.54,6.97,7.56,5,34.04,True,False,354.31400000000014,1.0,35.74
COC(=O)CC(C1=CC(OC)=C2OCCOC2=C1)C1=C(O)C=CC2=C1OC=C(C1=CC=C(O)C=C1)C2=O,AKOS032444413,,Shikimates and Phenylpropanoids,6.55,7.76,5.2,6.92,5.63,7.39,5.92,5.43,5.19,7.11,7.42,7.76,5,35.73,True,False,504.4910000000002,0.0,35.73
COC1=CC=C(C2=C(C3=C(O)C(=O)C=C(C)O3)NC(C3=CN(C(C)(C)C)C=C3)=N2)C=C1,STL524253,,Alkaloids,6.63,7.3,5.5,7.65,5.66,5.68,6.16,7.18,5.05,6.96,7.38,7.65,5,35.72,True,False,419.48100000000017,0.0,35.72
O=C1C(O)=C(C2=CC=C(O)C(CC3=CC=CC(O)=C3)=C2)OC2=CC(O)=CC(O[C@@H](CO)CCCO)=C12,,,Shikimates and Phenylpropanoids,6.63,7.74,4.99,6.81,5.36,7.25,5.92,5.36,5.54,7.26,7.42,7.74,5,35.69,True,False,494.4960000000003,0.0,35.69
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@@H]([C@@H](O)C[C@@]4(C)[C@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,5Z,10S,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
COC(=O)C(CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CCC3C(C(O)C[C@@]4(C)C3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,STL529090,,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@H]([C@H](O)C[C@@]4(C)[C@@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,5Z,10R,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@@H]3[C@H]([C@H](O)C[C@@]4(C)[C@@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,5Z,10S,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
COC(=O)[C@@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@@H]3[C@H]([C@H](O)C[C@@]4(C)[C@@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2R)-2-[2-({[(1S,2R,5Z,10S,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
COC(=O)[C@H](CC1=CC=C(O)C([N+](=O)[O-])=C1)NC(=O)CO/N=C1\C=C2CC[C@H]3[C@H]([C@@H](O)C[C@@]4(C)[C@H]3CC[C@]4(O)C(=O)CO)[C@@]2(C)CC1,"methyl (2S)-2-[2-({[(1S,2R,5Z,10S,11R,14R,15S,17R)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-6-en-5-ylidene]amino}oxy)acetamido]-3-(4-hydroxy-3-nitrophenyl)propanoate",,Terpenoids,5.98,7.04,5.6,6.65,7.49,5.71,6.08,6.7,5.31,7.8,7.44,7.8,5,35.68,True,False,657.7170000000001,0.0,35.68
