herb,name,status,note,cid,smiles,formula,mw,logp,hbd,hba,admet_pass,pains,mw_pubchem
Artemisia annua(青蒿),Arteannuin B,OK,,6543478.0,C[C@@H]1CC[C@H]2C(=C)C(=O)O[C@]23[C@H]1CC[C@@]4([C@H]3O4)C,C15H20O3,248.32,2.45,0.0,3.0,True,,248.32
Artemisia annua(青蒿),Artemisinic acid,OK,,10922465.0,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)C(=O)O,C15H22O2,234.34,3.65,1.0,1.0,True,,234.33
Artemisia annua(青蒿),Dihydroartemisinic acid,OK,,11020893.0,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)[C@@H](C)C(=O)O,C15H24O2,236.35,3.73,1.0,1.0,True,,236.35
Artemisia annua(青蒿),Deoxyartemisinin,OK,,12814879.0,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(O4)C)C,C15H22O4,266.34,2.46,0.0,4.0,True,,266.33
Artemisia annua(青蒿),Dihydroartemisinin,OK,,3000518.0,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C,C15H24O5,284.35,2.19,1.0,5.0,True,,284.35
Artemisia annua(青蒿),Artemisitene,OK,UNCERTAIN,11000442.0,C[C@@H]1CC[C@H]2C(=C)C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C,C15H20O5,280.32,2.32,0.0,5.0,True,,280.32
Artemisia annua(青蒿),beta-Caryophyllene,OK,,5281515.0,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,C15H24,204.36,4.73,0.0,0.0,True,,204.35
Artemisia annua(青蒿),Caryophyllene oxide,OK,,1742210.0,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,C15H24O,220.36,3.94,0.0,1.0,True,,220.35
Artemisia annua(青蒿),Camphor,OK,,2537.0,CC1(C2CCC1(C(=O)C2)C)C,C10H16O,152.24,2.4,0.0,1.0,True,,152.23
Artemisia annua(青蒿),"1,8-Cineole",OK,,2758.0,CC1(C2CCC(O1)(CC2)C)C,C10H18O,154.25,2.74,0.0,1.0,True,,154.25
Artemisia annua(青蒿),Artemisia ketone,OK,UNCERTAIN,68346.0,CC(=CC(=O)C(C)(C)C=C)C,C10H16O,152.24,2.73,0.0,1.0,True,,152.23
Artemisia annua(青蒿),Casticin,OK,,5315263.0,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,C19H18O8,374.35,2.91,2.0,8.0,True,,374.3
Artemisia annua(青蒿),Chrysosplenol D,OK,,5280699.0,COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)OC,C18H16O8,360.32,2.6,3.0,8.0,True,catechol_A(92),360.3
Artemisia annua(青蒿),Chrysosplenetin,OK,,5281608.0,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,C19H18O8,374.35,2.91,2.0,8.0,True,,374.3
Artemisia annua(青蒿),Artemetin,OK,,5320351.0,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)OC,C20H20O8,388.37,3.21,1.0,8.0,True,,388.4
Artemisia annua(青蒿),Cirsilineol,OK,,162464.0,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O,C18H16O7,344.32,2.9,2.0,7.0,True,,344.3
Artemisia annua(青蒿),Eupatorin,OK,,97214.0,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O,C18H16O7,344.32,2.9,2.0,7.0,True,,344.3
Artemisia annua(青蒿),Cirsimaritin,OK,UNCERTAIN,188323.0,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)OC,C17H14O6,314.29,2.89,2.0,6.0,True,,314.29
Artemisia annua(青蒿),Scopoletin,OK,,5280460.0,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,C10H8O4,192.17,1.51,1.0,4.0,True,,192.17
Artemisia annua(青蒿),Scopolin,OK,UNCERTAIN,439514.0,COC1=C(C=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,C16H18O9,354.31,-1.02,4.0,9.0,True,,354.31
Artemisia annua(青蒿),4-Methylesculetin,OK,,5319502.0,CC1=CC(=O)OC2=CC(=C(C=C12)O)O,C10H8O4,192.17,1.51,2.0,4.0,True,catechol_A(92),192.17
Artemisia annua(青蒿),Umbelliferone,OK,,5281426.0,C1=CC(=CC2=C1C=CC(=O)O2)O,C9H6O3,162.14,1.5,1.0,3.0,True,,162.14
Tripterygium wilfordii(雷公藤),Triptophenolide,OK,,173273.0,CC(C)C1=C(C2=C(C=C1)[C@]3(CCC4=C([C@@H]3CC2)COC4=O)C)O,C20H24O3,312.41,3.98,1.0,3.0,True,,312.4
Tripterygium wilfordii(雷公藤),Tripterifordin,OK,,72369.0,C[C@@]12CCC[C@@]3([C@@H]1CC[C@]45[C@H]3CC[C@H](C4)[C@](C5)(C)O)COC2=O,C20H30O3,318.46,3.69,1.0,3.0,True,,318.4
