molecule_id,canonical_smiles,inchikey,activity_id,assay_id,document_id,target_id,target_name,species,construct,assay_type,assay_format,biochemical_or_cellular,activity_type,relation,value,unit,standardized_nM,pActivity,source,DOI,PMID,confidence,notes,assay_description,document_year,document_journal,standard_flag,potential_duplicate,fragment_count,is_valid_smiles,conversion_method,assay_family,assay_cluster,full_length_or_fragment,substrate_cofactor_info,confidence_level,construct_reported,endpoint_type,document_family,medicinal_chemistry_series
CHEMBL399043,C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O,SYQNUQSGEWNWKV-XUIVZRPNSA-N,1410356,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,21.1,ug.mL-1,100333.81201913476,3.998552687131405,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL251749,C=C/C(C)=C/[C@@]1(C)SC(=O)C=C1O,KTIHHBYQAPHEJW-VQCYPWCPSA-N,1410359,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,8.4,ug.mL-1,42797.96811551376,4.368576849144942,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL180272,CCCC/C=C/C=C/[C@@]1(C)SC(O)=CC1=O,YZOPWJNYBIIVLX-WENUQTIISA-N,1410372,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,8.7,ug.mL-1,36500.63771229106,4.437699547803534,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL178631,CCCCCCCC[C@@]1(C)SC(O)=CC1=O,CELMYHBQPKDYEU-CYBMUJFWSA-N,1410483,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,4.0,ug.mL-1,16502.739454749488,4.782443956917726,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL178580,CCCCCCCC[C@@]1(C)SC(O)=C(C)C1=O,USFWUYMDOFJDDI-CQSZACIVSA-N,1410487,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,49.2,ug.mL-1,191879.4435496137,3.716971549658312,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL369087,C=CCC1=C(O)S[C@](C)(CCCCCCCC)C1=O,SSMRDEZFDSLVLM-MRXNPFEDSA-N,1410491,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,2.8,ug.mL-1,9913.294081409387,5.003782010129664,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL361991,CCCCCCCC[C@@]1(C)SC(=O)C=C1OC(=O)OC,BQAABGDFSMHCNL-OAHLLOKOSA-N,1410771,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,2.1,ug.mL-1,6990.213700818853,5.155509547048633,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL180429,CCCCCCCC[C@@]1(C)SC(=O)C=C1OC(=O)OCC,GJUUXLDVIAJTKK-MRXNPFEDSA-N,1410775,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,4.6,ug.mL-1,14628.85637325209,4.8347896239908446,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL178487,C=CCOC(=O)OC1=CC(=O)S[C@]1(C)CCCCCCCC,XDDLDGZVXOBPAM-QGZVFWFLSA-N,1410779,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,6.8,ug.mL-1,20829.631989413643,4.681318402946099,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL368889,CCCCCCCC[C@@]1(C)SC(O)=C(C(C)O)C1=O,HABAFGHNQRLVPF-JOPIAHFSSA-N,1410791,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,5.7,ug.mL-1,19899.663800416845,4.701154260819297,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL368889,CCCCCCCC[C@@]1(C)SC(O)=C(C(C)O)C1=O,HABAFGHNQRLVPF-JOPIAHFSSA-N,1410894,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,3.3,ug.mL-1,11520.857989715016,4.938515176613901,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL362176,CCCCCCCC[C@@]1(C)SC(O)=C(C(=O)C(F)(F)F)C1=O,LVMLJOJGFFOPSO-CQSZACIVSA-N,1410902,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,41.0,ug.mL-1,121161.614818361,3.916634947108495,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL399043,C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O,SYQNUQSGEWNWKV-XUIVZRPNSA-N,1412497,CHEMBL828726,CHEMBL1142684,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,cell-based format,biochemical_recombinant_or_purified,IC50,=,30.0,ug.mL-1,142654.70903194515,3.8457138877094352,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm049389h,15715465.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory concentration against purified human fatty acid synthase activity in ZR-75-1 breast cancer cells,2005,J Med Chem,1,0,1,1,derived_from_ug_per_mL_and_RDKit_MW,cell_based_or_cell_extract_other,cell_based_or_cell_extract_other|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1142684,unknown
CHEMBL399043,C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O,SYQNUQSGEWNWKV-XUIVZRPNSA-N,1668349,CHEMBL863392,CHEMBL1148604,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,100000.0,nM,100000.0,4.0,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm050825p,16392800.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibitory activity against human FAS1,2006,J Med Chem,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1148604,unknown
CHEMBL322740,C=C/C(C)=C/C1(C)SC(O)=C(C)C1=O,HGCGJTZCWZFGBT-VOTSOKGWSA-N,1669717,CHEMBL863392,CHEMBL1148604,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,143000.0,nM,143000.0,3.844663962534938,ChEMBL REST activity.json snapshot 2026-09-12,10.1021/jm050825p,16392800.0,high_for_record_fields_low_for_cross_assay_comparability,data_validity_comment_present,Inhibitory activity against human FAS1,2006,J Med Chem,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1148604,unknown
CHEMBL413773,O=[N+]([O-])c1ccc2nc(O)c(-c3ccccc3)c(O)c2c1,FHJYCGCXAYLWFD-UHFFFAOYSA-N,1759828,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,1403.0,nM,1403.0,5.85294232897164,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL380035,O=[N+]([O-])c1cc2c(O)c(-c3ccccc3)c(O)nc2cc1Cl,IYRZPMPRWYLMEU-UHFFFAOYSA-N,1759829,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,207.0,nM,207.0,6.684029654543083,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL213458,N#Cc1cc2c(O)c(-c3ccccc3)c(O)nc2cc1Cl,APUUFTYSULQNTN-UHFFFAOYSA-N,1759830,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,136.0,nM,136.0,6.866461091629782,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL209656,N#Cc1cc(Cl)c2nc(O)c(-c3ccccc3)c(O)c2c1,ZNYXWKZWGPVWJR-UHFFFAOYSA-N,1759831,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,402.0,nM,402.0,6.39577394691553,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL215910,CS(=O)(=O)c1cccc(-c2c(O)nc3cc(Cl)c(C#N)cc3c2O)c1,IJIKHUPDFREEAI-UHFFFAOYSA-N,1759833,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,4164.0,nM,4164.0,5.380489279161502,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL214037,N#Cc1cc2c(O)c(-c3cccc(-c4ccc(F)cc4)c3)c(O)nc2cc1Cl,IKHBIIIKTSDYFG-UHFFFAOYSA-N,1759834,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,54.0,nM,54.0,7.267606240177032,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL213583,N#Cc1cc2c(O)c(-c3cccc(-c4ccc(F)c(F)c4)c3)c(O)nc2cc1Cl,MCWQBXUQNXJCMY-UHFFFAOYSA-N,1759835,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,68.0,nM,68.0,7.167491087293763,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL373985,N#Cc1cc2c(O)c(-c3cccc(-c4cc(F)cc(F)c4)c3)c(O)nc2cc1Cl,ZLVZHJSLIYCHEJ-UHFFFAOYSA-N,1759836,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,728.0,nM,728.0,6.137868620686962,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL385709,N#Cc1cc2c(O)c(-c3cccc(-c4ccc5ccccc5c4)c3)c(O)nc2cc1Cl,SMYJSWXAJDOXCZ-UHFFFAOYSA-N,1759837,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,127.0,nM,127.0,6.896196279044043,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL377865,N#Cc1cc2c(O)c(-c3cccc(-c4csc5ccccc45)c3)c(O)nc2cc1Cl,JOCNNZDTMZKTMR-UHFFFAOYSA-N,1759838,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,101.0,nM,101.0,6.995678626217358,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL213634,COc1ccccc1-c1cccc(-c2c(O)nc3cc(Cl)c(C#N)cc3c2O)c1,PSQCGDAJJBYDRJ-UHFFFAOYSA-N,1759839,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,19.0,nM,19.0,7.721246399047171,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL213635,Cn1cc(-c2cccc(-c3c(O)nc4cc(Cl)c(C#N)cc4c3O)c2)cn1,OLWCAGIEEMMBBD-UHFFFAOYSA-N,1759840,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,734.0,nM,734.0,6.134303940083929,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL376206,N#Cc1cc2c(O)c(-c3cccc(-c4cccnc4)c3)c(O)nc2cc1Cl,PRHGFANESXCBRU-UHFFFAOYSA-N,1759841,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,194.0,nM,194.0,6.7121982700697735,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL375390,N#Cc1cc2c(O)c(-c3cccc(-c4ccccc4)c3)c(O)nc2cc1Cl,ZAWULWHMQQDEDS-UHFFFAOYSA-N,1759842,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,52.0,nM,52.0,7.2839966563652,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL213299,N#Cc1ccc2nc(O)c(-c3ccccc3)c(O)c2c1,VVJMONZJRBLNMY-UHFFFAOYSA-N,1759843,CHEMBL869274,CHEMBL1149512,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,1294.0,nM,1294.0,5.888065723667318,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.06.014,16784844.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of human FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149512,unknown
CHEMBL484218,CCC(=O)C1=C(O)C(C)(C)C(O)=C(CC2=C(O)C(C)(C)C(O)=C(C(=O)CC)C2=O)C1=O,AVXBWZLPMWIFHX-UHFFFAOYSA-N,1764848,CHEMBL862461,CHEMBL1149347,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,60200.0,nM,60200.0,4.220403508742176,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.07.018,16870425.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149347,unknown
CHEMBL45627,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,GVEZIHKRYBHEFX-NQQPLRFYSA-N,1764849,CHEMBL862461,CHEMBL1149347,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,13000.0,nM,13000.0,4.886056647693163,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.07.018,16870425.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149347,unknown
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IQPNAANSBPBGFQ-UHFFFAOYSA-N,1764850,CHEMBL862461,CHEMBL1149347,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,62500.0,nM,62500.0,4.204119982655925,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.07.018,16870425.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149347,unknown
CHEMBL213124,CCCC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c(C)c(O)c(C(=O)CCC)c2O)c1O,JBOIEATWPCRELN-UHFFFAOYSA-N,1764853,CHEMBL862461,CHEMBL1149347,CHEMBL4158,Fatty acid synthase,Homo sapiens,not_reported_in_ChEMBL_activity_record,B,single protein format,unknown_biochemical_context,IC50,=,25400.0,nM,25400.0,4.5951662833800615,ChEMBL REST activity.json snapshot 2026-09-12,10.1016/j.bmcl.2006.07.018,16870425.0,high_for_record_fields_low_for_cross_assay_comparability,,Inhibition of FAS,2006,Bioorg Med Chem Lett,1,0,1,1,direct_nM,generic_enzyme_inhibition,generic_enzyme_inhibition|unknown,unknown,unknown,low,not_reported_in_ChEMBL_activity_record,IC50,CHEMBL1149347,unknown
