molecule_id,canonical_smiles,inchikey,activity_id,assay_id,document_id,target_id,target_name,species,construct,assay_type,assay_format,biochemical_or_cellular,activity_type,relation,value,unit,standardized_nM,pActivity,source,DOI,PMID,confidence,notes,assay_description,document_year,document_journal,standard_flag,potential_duplicate,fragment_count,is_valid_smiles,conversion_method,assay_family,assay_cluster,full_length_or_fragment,substrate_cofactor_info,confidence_level,construct_reported,endpoint_type,document_family,medicinal_chemistry_series
CHEMBL3666521,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1CCOCC1,CYMVZCWAKPLJBE-UHFFFAOYSA-N,17653383,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,1170.0,nM,1170.0,5.931814138253839,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666522,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC1CCOC1,BJVNNHKPPNXCSJ-UHFFFAOYSA-N,17653384,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,37.0,nM,37.0,7.431798275933005,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666523,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)N[C@H]1CCOC1,BJVNNHKPPNXCSJ-NRFANRHFSA-N,17653385,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,195.0,nM,195.0,6.709965388637482,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666524,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)NC1COC1,PKRBLPQWPRHOQW-UHFFFAOYSA-N,17653386,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,1020.0,nM,1020.0,5.991399828238082,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666525,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(Cl)c(NC(=O)NC4CCOC4)c3)CC2)cc1,UNZQLZJAESOGBW-UHFFFAOYSA-N,17653387,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,30.0,nM,30.0,7.522878745280337,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666526,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,WOXKITSARLKFGT-UHFFFAOYSA-N,17653388,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,180.0,nM,180.0,6.7447274948966935,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666527,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cn3)CC2)cc1NC(=O)c1ccc(NC(C)C)nc1,VSJATEOCBRBRNO-UHFFFAOYSA-N,17653389,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,360.0,nM,360.0,6.443697499232712,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666528,COc1ccc(C2(F)CCN(C(=O)c3ccc(C)c(NC(=O)NC4CCOC4)c3)CC2)nc1,BLUGHPUKXOWLJS-UHFFFAOYSA-N,17653390,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,1175.0,nM,1175.0,5.9299621333922445,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666529,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NCC1CCN(C)CC1,PKMYMIXIWBVDGJ-UHFFFAOYSA-N,17653391,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,340.0,nM,340.0,6.468521082957745,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666530,Cc1ccc(C(=O)N2CCC(c3ccncc3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,UDILJINTNSDZPX-UHFFFAOYSA-N,17653392,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,2750.0,nM,2750.0,5.560667306169737,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666531,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NCC1CCNCC1,KXYHQEBHEZDGRU-UHFFFAOYSA-N,17653393,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,610.0,nM,610.0,6.214670164989233,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666532,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(F)c(NC(=O)c4ccc(N5CCC5)nc4)c3)CC2)cc1,UDIYNHQLPWVKEF-UHFFFAOYSA-N,17653394,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,220.0,nM,220.0,6.657577319177793,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666533,COCCN(C)C(=O)Nc1cc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)ccc1C,VJOSCWHKPWDCFY-UHFFFAOYSA-N,17653395,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,8870.0,nM,8870.0,5.052076380168273,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666534,N#Cc1ccc(C2(F)CCN(C(=O)c3ccc(C(F)(F)F)c(NC(=O)c4ccc(N5CCC5)nc4)c3)CC2)cc1,HIZPMTBULMUTHB-UHFFFAOYSA-N,17653396,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,120.0,nM,120.0,6.920818753952375,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666535,COc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(N2CCC2)nc1,ODOJGNKWZPSAMQ-UHFFFAOYSA-N,17653397,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,85.0,nM,85.0,7.070581074285707,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666536,Cc1ccc(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)NC[C@@H]1CCCO1,IQCRKWMWEVJSMV-QFIPXVFZSA-N,17653398,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,50.0,nM,50.0,7.301029995663981,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
CHEMBL3666537,Cc1cc(C)c(C(=O)N2CCC(F)(c3ccc(C#N)cc3)CC2)cc1NC(=O)c1ccc(N2CCNCC2)nc1,ZRKZUWLLTZORJE-UHFFFAOYSA-N,17653399,CHEMBL3705868,CHEMBL3638966,CHEMBL4158,Fatty acid synthase,Homo sapiens,cell_extract_FASN_not_recombinant_construct,B,cell-based format,cell_extract_or_cellular,IC50,=,140.0,nM,140.0,6.853871964321762,ChEMBL REST activity.json snapshot 2026-09-12,,,high_for_record_fields_low_for_cross_assay_comparability,,"Biochemical Assay: The FASN enzyme was isolated from SKBr3 cells. SKBr3 is a human breast cancer cell-line with high levels of FASN expression. It is estimated that FASN comprises about 25% of the cytosolic proteins in this cell line. SKBr3 cells were homogenized in a dounce homogenizer then centrifuged for 15 minutes at 4C. to remove particulate matter. The supernatant was then analyzed for protein content, diluted to the appropriate concentration, and used to measure FASN activity. The presence of FASN was confirmed by western blot analysis. A similar method for isolation of FASN from SKBr3 cells is described in Teresa, P. et al. (Clin. Cancer Res. 2009; 15(24), 7608-7615).FASN activity of the SKBr3 cell extract was determined by measuring either NADPH oxidation or the amount of thiol-containing coenzyme A (CoA) released during the fatty acid synthase reaction. The dye CPM (7-diethylamino-3-(4̢-maleimidyl-phenyl)-4-methylcoumarin) contains a thiol reactive group that increases its fluorescence emission.",2014,,1,0,1,1,direct_nM,SKBr3_cell_extract_CPM,SKBr3_cell_extract_CPM|cell_extract,cell_extract,NADPH,medium,cell_extract_FASN_not_recombinant_construct,IC50,CHEMBL3638966,unknown
