n,r2,rmse,mae,spearman,bias,method,assay_id,seed,n_cal,n_test
80,0.1779447897197619,0.9622615758080656,0.7841722594257388,0.49184942040990765,0.17281363559493007,none_canonical_only,POOLED,20260918,25,80
80,0.31484802164971903,0.8784885576435574,0.687770641126429,0.5739182797920364,0.269904666669454,cal_mean_baseline,POOLED,20260918,25,80
80,0.24078181419619016,0.9247534331200877,0.7074252201110302,0.6072943555023442,0.23206031871565763,A_assay_offset,POOLED,20260918,25,80
80,0.3160947210516917,0.8776889468578004,0.6860030137794185,0.6068935050332733,0.25897020054587305,B_assay_linear,POOLED,20260918,25,80
80,0.279998964641078,0.9005528637126657,0.6779007998016677,0.6896335877746739,0.42251604748495997,C_indicator_ridge,POOLED,20260918,25,80
80,0.23812998969777344,0.9263670313123559,0.7517558693312278,0.5448913692437386,0.18735428405531826,D_shrunk_offset,POOLED,20260918,25,80
80,0.28260786445283725,0.8989198213722646,0.6766964283493362,0.6906002371344716,0.4208555097652334,E_pool_ridge,POOLED,20260918,25,80
32,-0.26020625890633853,0.745144707652972,0.6451249556159973,0.34674424563597134,-0.19443590036812994,none_canonical_only,CHEMBL4123591,20260919,10,32
32,-1.2494077229084297,0.9955289551048874,0.8517654696721116,,-0.741945317305958,cal_mean_baseline,CHEMBL4123591,20260919,10,32
32,-1.0045198234717043,0.9397773699089742,0.8017394716444528,0.34674424563597134,-0.6047695337909815,A_assay_offset,CHEMBL4123591,20260919,10,32
32,-1.637099009378114,1.0779112954566326,0.9255689656801924,-0.34674424563597134,-0.7988737135309336,B_assay_linear,CHEMBL4123591,20260919,10,32
32,-0.4362554100724094,0.7954916839927467,0.5726776295892078,0.5304850296935022,0.41857478924807334,C_indicator_ridge,CHEMBL4123591,20260919,10,32
32,-0.4233884100893177,0.7919203765813334,0.6840862115644306,0.34674424563597134,-0.33121377817574715,D_shrunk_offset,CHEMBL4123591,20260919,10,32
32,-0.4197657046358083,0.790911965244354,0.5700916671744662,0.5350692418408708,0.41325967916067863,E_pool_ridge,CHEMBL4123591,20260919,10,32
20,-0.47364847017196765,1.2176654969767582,1.0907748088259384,0.27775688832099854,-0.6070533554716321,none_canonical_only,CHEMBL4402021,20260919,6,20
20,-1.25922738176902,1.5076864198409614,1.419628623001166,,-1.125597528712294,cal_mean_baseline,CHEMBL4402021,20260919,6,20
20,-1.5108341624856139,1.5894250962639538,1.4825636653824525,0.27775688832099854,-1.1883083145780775,A_assay_offset,CHEMBL4402021,20260919,6,20
20,-6.158116061728331,2.6836780829278455,2.310016375792076,-0.27775688832099854,-0.7630620520277234,B_assay_linear,CHEMBL4402021,20260919,6,20
20,-0.27446473380113967,1.1323872289123025,1.0038976697846134,0.35152430039541005,-0.5914843123121473,C_indicator_ridge,CHEMBL4402021,20260919,6,20
20,-0.6533907904450256,1.289789415506627,1.1712562426943465,0.27775688832099854,-0.7411890785856458,D_shrunk_offset,CHEMBL4402021,20260919,6,20
20,-0.2739283082432109,1.1321488914491975,1.0035534410401064,0.35152430039541005,-0.5917639773054334,E_pool_ridge,CHEMBL4402021,20260919,6,20
28,-1.2426181648405246,0.8631751512558312,0.7372138062687813,0.32657631420570105,0.6519018522183738,none_canonical_only,CHEMBL5730715,20260919,9,28
28,-0.014854385668310544,0.5806616290895393,0.5479536539020888,,0.07025036895508571,cal_mean_baseline,CHEMBL5730715,20260919,9,28
28,0.015247819578825483,0.571985128447746,0.4821583538579963,0.32657631420570105,0.08409322413609854,A_assay_offset,CHEMBL5730715,20260919,9,28
28,-0.07945674934523339,0.5988580403718365,0.5649799080110628,-0.32657631420570105,0.06879625404114528,B_assay_linear,CHEMBL5730715,20260919,9,28
28,-0.025574828244904202,0.5837204898686054,0.5226858890488729,0.37569640160402407,0.06448843903434422,C_indicator_ridge,CHEMBL5730715,20260919,9,28
28,-0.644544885831827,0.73916965155875,0.649983507753783,0.32657631420570105,0.47568524989293454,D_shrunk_offset,CHEMBL5730715,20260919,9,28
28,-0.027227741036625286,0.5841906898942706,0.5229320562317953,0.37569640160402407,0.06733857987841683,E_pool_ridge,CHEMBL5730715,20260919,9,28
80,0.2600521201527749,0.9238769070499282,0.788768516646957,0.5523844982627512,-0.0013720507387291136,none_canonical_only,POOLED,20260919,25,80
80,0.06138201134225152,1.0405380915411153,0.8873971224848672,0.6450544124358113,-0.5535898799661767,cal_mean_baseline,POOLED,20260919,25,80
80,0.0469657147094894,1.0484984891088378,0.8600921288536929,0.5574566287414662,-0.5095522637132774,A_assay_offset,POOLED,20260919,25,80
80,-1.0726117762336531,1.5462244180348839,1.1454746480239677,0.2796572219874745,-0.4862363095049035,B_assay_linear,POOLED,20260919,25,80
80,0.39927331489194806,0.8324382141480069,0.6629855304489419,0.6940199430939037,0.04212979128321302,C_indicator_ridge,POOLED,20260919,25,80
80,0.2562152567691349,0.9262691067130757,0.793942773013183,0.5591905896260502,-0.1512929434541832,D_shrunk_offset,POOLED,20260919,25,80
80,0.40174299718825146,0.8307253093320237,0.6619512468109414,0.6945034656289824,0.04093138029535902,E_pool_ridge,POOLED,20260919,25,80
32,-0.05628208096038456,0.888026004867588,0.7055016700429299,0.4054556636040733,-0.019182767779330534,none_canonical_only,CHEMBL4123591,20260920,10,32
32,-0.00017343226829780178,0.8641186623634003,0.6985373082103465,,-0.011378910452822966,cal_mean_baseline,CHEMBL4123591,20260920,10,32
32,-0.07887878071203858,0.8974743668908868,0.6883950013844925,0.4054556636040733,0.13129368790914603,A_assay_offset,CHEMBL4123591,20260920,10,32
32,-0.03954187059635905,0.8809610774427944,0.7230991604270671,-0.4054556636040733,-0.034633453995684904,B_assay_linear,CHEMBL4123591,20260920,10,32
32,-0.37896241111848594,1.0146399116058935,0.6859171010652986,0.593050971763843,0.6024117059402664,C_indicator_ridge,CHEMBL4123591,20260920,10,32
32,-0.05707443229406728,0.8883590109356702,0.6992317978543617,0.4054556636040733,0.030976209729214388,D_shrunk_offset,CHEMBL4123591,20260920,10,32
32,-0.36703068274753203,1.0102406945304123,0.6810185678402391,0.5811715122043497,0.5957749522619445,E_pool_ridge,CHEMBL4123591,20260920,10,32
20,-0.10921962698731802,1.106749676235792,0.9332172100716892,0.05536723556571565,-0.13323388262393515,none_canonical_only,CHEMBL4402021,20260920,6,20
20,-0.5960692793837934,1.3275977267226402,0.9254654558175857,,0.8113140566766018,cal_mean_baseline,CHEMBL4402021,20260920,6,20
20,-0.7705676521582352,1.3982888467398016,0.965532187492218,0.05536723556571565,0.8649093134820218,A_assay_offset,CHEMBL4402021,20260920,6,20
20,-0.6322052680060875,1.3425424247826658,0.922862306235508,0.05536723556571565,0.8276316388070339,B_assay_linear,CHEMBL4402021,20260920,6,20
20,-0.7392497201668498,1.3858671542855623,1.087270279876313,0.5088512601991962,1.0748844607293362,C_indicator_ridge,CHEMBL4402021,20260920,6,20
20,-0.10168399826670327,1.1029838450256055,0.8829062353471709,0.05536723556571565,0.0971070750176664,D_shrunk_offset,CHEMBL4402021,20260920,6,20
20,-0.7185344003485719,1.3775892521764292,1.0803291044154977,0.5088512601991962,1.0672599299371,E_pool_ridge,CHEMBL4402021,20260920,6,20
28,-1.3396799202731162,0.8933657466901439,0.7219474947871952,0.23744147100195778,0.6299928401244853,none_canonical_only,CHEMBL5730715,20260920,9,28
28,-0.1738686131829852,0.6327917642220678,0.5432702387088186,,0.24353515846860155,cal_mean_baseline,CHEMBL5730715,20260920,9,28
28,-0.1762774814737207,0.633440700056305,0.5385723681652788,0.23744147100195778,-0.005977071178353681,A_assay_offset,CHEMBL5730715,20260920,9,28
28,-0.008239036906372954,0.5864524798552292,0.5220708328301576,0.23744147100195778,0.14087600112432838,B_assay_linear,CHEMBL5730715,20260920,9,28
28,-0.31708584812967966,0.6702828607439832,0.5711881397953806,0.20104861292168463,0.24742592829085844,C_indicator_ridge,CHEMBL5730715,20260920,9,28
28,-0.7248495535444768,0.7670553143441345,0.653847153743772,0.23744147100195778,0.4326227877868388,D_shrunk_offset,CHEMBL5730715,20260920,9,28
28,-0.34417232374881146,0.6771401219847554,0.5754340681510063,0.19211311901405423,0.2623442215626044,E_pool_ridge,CHEMBL5730715,20260920,9,28
80,0.21661190810917763,0.9492078859060205,0.7681865937106126,0.5304851534433758,0.17951591627585387,none_canonical_only,POOLED,20260920,25,80
80,0.23533798195517053,0.9377943548354364,0.7009258707866215,0.5001838820930321,0.28351425545203185,cal_mean_baseline,POOLED,20260920,25,80
80,0.172766391661763,0.9754094076798971,0.7052413762846991,0.5283863002151131,0.2666528286217401,A_assay_offset,POOLED,20260920,25,80
80,0.23363553004386806,0.9388377322348732,0.702680032220259,0.4374281327835524,0.24236112849699948,B_assay_linear,POOLED,20260920,25,80
80,0.08775073718859161,1.0243057610468835,0.7461002593235808,0.6956520586955603,0.596284872460241,C_indicator_ridge,POOLED,20260920,25,80
80,0.28203837255895936,0.908706158702229,0.7292657817888577,0.5967287345466306,0.18808522837149594,D_shrunk_offset,POOLED,20260920,25,80
80,0.09300945330866561,1.0213491577137834,0.7438916270928222,0.693673400348168,0.5969454409359642,E_pool_ridge,POOLED,20260920,25,80
32,-0.20587713570396415,0.9116096011007122,0.7637082913882332,0.3826900171947669,-0.11414186227907741,none_canonical_only,CHEMBL4123591,20260921,10,32
32,-0.010348810487534443,0.8344359901600577,0.6910634704139186,,-0.08445056844343746,cal_mean_baseline,CHEMBL4123591,20260921,10,32
32,-0.29083149539555087,0.9431746875313591,0.8026049194366195,0.3826900171947669,-0.2675346540271243,A_assay_offset,CHEMBL4123591,20260921,10,32
32,-1.3293805961786327,1.267002835784165,0.9718938441975443,0.3826900171947669,-0.4442093925534686,B_assay_linear,CHEMBL4123591,20260921,10,32
32,-0.1995919759003455,0.9092307943349736,0.6965623718041197,0.43230361887677443,0.18942998778233922,C_indicator_ridge,CHEMBL4123591,20260921,10,32
32,-0.22660795950221657,0.9194121728669952,0.7735446844952215,0.3826900171947669,-0.1652726339160403,D_shrunk_offset,CHEMBL4123591,20260921,10,32
32,-0.19646408972293083,0.9080446298743019,0.6953370493191496,0.43083693993232397,0.18701483737836277,E_pool_ridge,CHEMBL4123591,20260921,10,32
20,-0.4129486072803892,1.1982630950361188,1.0422978879554514,0.2489657942142471,-0.5572881159671118,none_canonical_only,CHEMBL4402021,20260921,6,20
20,-1.036809034818614,1.438679837999078,1.343362371648196,,-1.0264513907321264,cal_mean_baseline,CHEMBL4402021,20260921,6,20
20,-1.03831500811751,1.4392116043663874,1.3179679319509303,0.2489657942142471,-0.9726590571292212,A_assay_offset,CHEMBL4402021,20260921,6,20
20,-1.5404158618246298,1.6067244733312467,1.3910901983120483,-0.2489657942142471,-1.1054178175814917,B_assay_linear,CHEMBL4402021,20260921,6,20
20,-0.23593982714326578,1.1206955942001184,0.9565149907394932,0.2715306698227892,-0.5900708851702978,C_indicator_ridge,CHEMBL4402021,20260921,6,20
20,-0.5271248410529972,1.245736736285091,1.0998107434852364,0.2489657942142471,-0.6531428751834204,D_shrunk_offset,CHEMBL4402021,20260921,6,20
20,-0.23911042335513155,1.1221321517146579,0.9581877831741856,0.2715306698227892,-0.5925519165881445,E_pool_ridge,CHEMBL4402021,20260921,6,20
28,-1.5280693520173503,0.8991480420436202,0.7164901036906794,0.12939450272719497,0.6176963780266441,none_canonical_only,CHEMBL5730715,20260921,9,28
28,-0.033196112231832275,0.5748150000649331,0.571370434290497,,-0.10303394372127192,cal_mean_baseline,CHEMBL5730715,20260921,9,28
28,-0.3449621555592839,0.6558307011224253,0.5387713492196037,0.12939450272719497,-0.05652895232613903,A_assay_offset,CHEMBL5730715,20260921,9,28
28,-0.39088664698670716,0.6669335728147021,0.5427998738908857,0.12939450272719497,-0.054181857654072206,B_assay_linear,CHEMBL5730715,20260921,9,28
28,-0.6276779672107482,0.721474446141144,0.6039626899802624,0.14763640862887106,-0.36721862302512237,C_indicator_ridge,CHEMBL5730715,20260921,9,28
28,-0.8566603217950848,0.7705537515811968,0.6449976793429872,0.12939450272719497,0.40845403412405623,D_shrunk_offset,CHEMBL5730715,20260921,9,28
28,-0.615372216297758,0.7187419863469191,0.6020366084590919,0.1430423455901473,-0.36308870233812807,E_pool_ridge,CHEMBL5730715,20260921,9,28
80,0.15256556132283328,0.9870840681967221,0.8168293248358939,0.45122930802814004,0.03121495840591656,none_canonical_only,POOLED,20260921,25,80
80,0.20712311726899924,0.954781434277447,0.8122456330792904,0.574814786938823,-0.3264549553628518,cal_mean_baseline,POOLED,20260921,25,80
80,0.10919181918681387,1.012029532673244,0.8391039229892417,0.5313925187778106,-0.3699637592073037,A_assay_offset,POOLED,20260921,25,80
80,-0.25522385232717704,1.201328220906353,0.9265100431188399,0.4063388540767567,-0.47300186159568564,B_assay_linear,POOLED,20260921,25,80
80,0.28083830697167955,0.9093150116509826,0.729140637899613,0.635270525714066,-0.20027224423843162,C_indicator_ridge,POOLED,20260921,25,80
80,0.18772885114632942,0.9663881626476554,0.8101197474394433,0.49480986702983787,-0.08643586041885151,D_shrunk_offset,POOLED,20260921,25,80
80,0.282085637325311,0.9085261011350391,0.7283945784818885,0.6345308513683131,-0.20041309001403587,E_pool_ridge,POOLED,20260921,25,80
