target_label,target_chembl_id,target_pref_name,target_organism,target_tax_id,activity_id,record_id,molecule_chembl_id,parent_molecule_chembl_id,molecule_pref_name,canonical_smiles,assay_chembl_id,assay_description,assay_type,bao_format,bao_label,assay_variant_accession,assay_variant_mutation,document_chembl_id,document_journal,document_year,standard_type,standard_relation,standard_value,standard_units,standard_upper_value,pchembl_value,relation,value,units,text_value,data_validity_comment,potential_duplicate,standard_flag,src_id
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,450673,226188,CHEMBL3137829,CHEMBL3137829,,C[C@H](CCC(=O)O)C1CC[C@H]2[C@@H]3[C@H](O)[C@H](C)C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL682033,Effective concentration against Farnesoid X receptor (FXR),B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,EC50,=,750.0,nM,,6.12,=,0.75,uM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,450674,226188,CHEMBL3137829,CHEMBL3137829,,C[C@H](CCC(=O)O)C1CC[C@H]2[C@@H]3[C@H](O)[C@H](C)C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL682034,Relative recruitment of SRC1 peptide to Farnesoid X receptor (FXR) where CDCA=100%,B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,Efficacy,=,148.0,,,,=,148.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,454604,226187,CHEMBL240597,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL682033,Effective concentration against Farnesoid X receptor (FXR),B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,EC50,=,8660.0,nM,,5.06,=,8.66,uM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,454605,226187,CHEMBL240597,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL682034,Relative recruitment of SRC1 peptide to Farnesoid X receptor (FXR) where CDCA=100%,B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,Efficacy,=,100.0,,,,=,100.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,458665,226189,CHEMBL566315,CHEMBL566315,OBETICHOLIC ACID,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL682033,Effective concentration against Farnesoid X receptor (FXR),B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,EC50,=,99.0,nM,,7.00,=,0.099,uM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,458666,226189,CHEMBL566315,CHEMBL566315,OBETICHOLIC ACID,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL682034,Relative recruitment of SRC1 peptide to Farnesoid X receptor (FXR) where CDCA=100%,B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,Efficacy,=,144.0,,,,=,144.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,466255,226192,CHEMBL3138184,CHEMBL3138184,,CCC[C@@H]1C2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)C([C@H](C)CCC(=O)O)CC[C@H]3[C@@H]2[C@@H]1O,CHEMBL682033,Effective concentration against Farnesoid X receptor (FXR),B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,EC50,=,1110.0,nM,,5.96,=,1.11,uM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,466256,226192,CHEMBL3138184,CHEMBL3138184,,CCC[C@@H]1C2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)C([C@H](C)CCC(=O)O)CC[C@H]3[C@@H]2[C@@H]1O,CHEMBL682034,Relative recruitment of SRC1 peptide to Farnesoid X receptor (FXR) where CDCA=100%,B,BAO_0000357,single protein format,,,CHEMBL1135586,J Med Chem,2002,Efficacy,=,156.0,,,,=,156.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,553928,187661,CHEMBL101381,CHEMBL101381,,CC(C)c1onc(-c2c(Cl)cccc2Br)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,12.0,nM,,7.92,=,12.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,553929,187661,CHEMBL101381,CHEMBL101381,,CC(C)c1onc(-c2c(Cl)cccc2Br)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.4,,,,=,1.4,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,558768,187659,CHEMBL103394,CHEMBL103394,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1/C=C/c1cccc(C(=O)O)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,47.0,nM,,7.33,=,47.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,558769,187659,CHEMBL103394,CHEMBL103394,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1/C=C/c1cccc(C(=O)O)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.0,,,,=,1.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,560987,187653,CHEMBL240597,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL680579,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,3400.0,nM,,5.47,=,3400.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,560988,187653,CHEMBL240597,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.0,,,,=,1.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,562182,187660,CHEMBL318457,CHEMBL318457,,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,15.0,nM,,7.82,=,15.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,562183,187660,CHEMBL318457,CHEMBL318457,,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.4,,,,=,1.4,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,566885,187662,CHEMBL318280,CHEMBL318280,,CCc1onc(Cc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,60.0,nM,,7.22,=,60.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,566886,187662,CHEMBL318280,CHEMBL318280,,CCc1onc(Cc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.2,,,,=,1.2,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,574431,187655,CHEMBL101327,CHEMBL101327,,CCc1onc(-c2c(F)cccc2C(F)(F)F)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,54.0,nM,,7.27,=,54.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,574432,187655,CHEMBL101327,CHEMBL101327,,CCc1onc(-c2c(F)cccc2C(F)(F)F)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.3,,,,=,1.3,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,579335,187657,CHEMBL319606,CHEMBL319606,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)cc(C)c1/C=C/c1ccc(C(=O)O)cc1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,37.0,nM,,7.43,=,37.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,579336,187657,CHEMBL319606,CHEMBL319606,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)cc(C)c1/C=C/c1ccc(C(=O)O)cc1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.0,,,,=,1.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,580539,187654,CHEMBL319544,CHEMBL319544,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C)cc(C)c1/C=C/c1cccc(C(=O)O)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,70.0,nM,,7.16,=,70.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,580540,187654,CHEMBL319544,CHEMBL319544,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C)cc(C)c1/C=C/c1cccc(C(=O)O)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,0.6,,,,=,0.6,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,580541,187658,CHEMBL319861,CHEMBL319861,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)cc(C)c1/C=C/c1cccc(C(=O)O)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,100.0,nM,,7.00,=,100.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,580542,187658,CHEMBL319861,CHEMBL319861,,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)cc(C)c1/C=C/c1cccc(C(=O)O)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.0,,,,=,1.0,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,589211,187663,CHEMBL419721,CHEMBL419721,,CCc1onc(-c2ccccc2OC(F)(F)F)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,48.0,nM,,7.32,=,48.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,589212,187663,CHEMBL419721,CHEMBL419721,,CCc1onc(-c2ccccc2OC(F)(F)F)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,1.6,,,,=,1.6,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,591842,187656,CHEMBL101547,CHEMBL101547,,CCc1onc(-c2c(Cl)cccc2Cl)c1COc1cc(C)c(/C=C/c2ccc(C(=O)O)cc2)c(C)c1,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,EC50,=,100.0,nM,,7.00,=,100.0,nM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,591843,187656,CHEMBL101547,CHEMBL101547,,CCc1onc(-c2c(Cl)cccc2Cl)c1COc1cc(C)c(/C=C/c2ccc(C(=O)O)cc2)c(C)c1,CHEMBL680578,Farnesoid X-activated receptor activity compared to 50 uM chenodeoxycholic acid (CDCA),B,BAO_0000357,single protein format,,,CHEMBL1133440,J Med Chem,2000,RE,=,0.7,,,,=,0.7,,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467362,379495,CHEMBL240597,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,EC50,=,8660.0,nM,,5.06,=,8.66,uM,,,1,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467363,379495,CHEMBL240597,CHEMBL240597,CHENODIOL,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL835612,Efficacy for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,Efficacy,=,100.0,%,,,=,100.0,%,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467370,379212,CHEMBL318457,CHEMBL318457,,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,EC50,=,30.0,nM,,7.52,=,0.03,uM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467478,379212,CHEMBL318457,CHEMBL318457,,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,CHEMBL835612,Efficacy for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,Efficacy,=,117.0,%,,,=,117.0,%,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467479,379234,CHEMBL3137829,CHEMBL3137829,,C[C@H](CCC(=O)O)C1CC[C@H]2[C@@H]3[C@H](O)[C@H](C)C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,EC50,=,750.0,nM,,6.12,=,0.75,uM,,,1,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467480,379234,CHEMBL3137829,CHEMBL3137829,,C[C@H](CCC(=O)O)C1CC[C@H]2[C@@H]3[C@H](O)[C@H](C)C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL835612,Efficacy for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,Efficacy,=,148.0,%,,,=,148.0,%,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467481,379258,CHEMBL566315,CHEMBL566315,OBETICHOLIC ACID,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,EC50,=,90.0,nM,,7.05,=,0.09,uM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467482,379258,CHEMBL566315,CHEMBL566315,OBETICHOLIC ACID,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL835612,Efficacy for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,Efficacy,=,144.0,%,,,=,144.0,%,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467483,379278,CHEMBL3138060,CHEMBL3138060,,C=CC[C@@H]1C2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)C([C@H](C)CCC(=O)O)CC[C@H]3[C@@H]2[C@@H]1O,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,EC50,=,480.0,nM,,6.32,=,0.48,uM,,,0,1,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467484,379278,CHEMBL3138060,CHEMBL3138060,,C=CC[C@@H]1C2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)C([C@H](C)CCC(=O)O)CC[C@H]3[C@@H]2[C@@H]1O,CHEMBL835612,Efficacy for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,Efficacy,=,170.0,%,,,=,170.0,%,,,0,0,1
fxr,CHEMBL2047,Bile acid receptor,Homo sapiens,9606,1467485,379298,CHEMBL3138046,CHEMBL3138046,,C[C@H](CCC(=O)O)C1CC[C@H]2[C@@H]3[C@H](O)[C@H](CCO)C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,,,CHEMBL1137212,J Med Chem,2004,EC50,=,61150.0,nM,,4.21,=,61.15,uM,,,0,1,1
