molecule_id,canonical_smiles,inchikey,pActivity,n_records,assay_ids,documents,years,assay_format,overlaps_canonical_training,excluded,exclusion_reason
CHEMBL5952988,CN(C(=O)c1ccc(-c2nc3ccccc3o2)cc1)[C@@H]1CC[C@H](NC(=O)C(F)(F)C(F)(F)F)C1,PNDBZDKIQKSGTF-JKSUJKDBSA-N,5.756961951313706,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL5955422,CC(C)N[C@H](C)C(=O)N[C@H]1CCC(N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,ADBNFINVIBXANH-HXOQZHHGSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL5955561,CC(=O)NCCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,GJFGKWVIKDHOPS-VQTJNVASSA-N,5.756961951313706,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL5971397,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3cc(F)c(C#N)c(F)c3)cc2)C1,FAYUGLBBFKVSJS-ZWKOTPCHSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL5976399,CN(C(=O)c1ccc(-c2nc3cccc(F)c3o2)cc1)[C@@H]1CC[C@H](NC(=O)C2CC2)C1,AYMFVSNBQNDPBV-ZWKOTPCHSA-N,5.756961951313706,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL5988215,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3ccc4c(c3)C(F)(F)C(=O)N4)nc2)C1,XPLHXDKEFZXOCW-JKSUJKDBSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL5993598,CN(C(=O)c1ccc(-c2nc3ccccc3o2)cc1)[C@@H]1CC[C@@H](NC(=O)Cc2ccccc2)C1,GDTRPUMIXXBPOU-DHIUTWEWSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6003503,CCC(=O)N[C@@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,ZGISMZSKCIAIPS-QZTJIDSGSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6018771,CN(C)CC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,IOCRFWHIXWWLNS-RBUKOAKNSA-N,5.756961951313706,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6035593,COC(=O)[C@H](CC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1)NC(C)=O,RIVRZRJDKVBBEQ-VWPQPMDRSA-N,5.756961951313706,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6035602,CC(=O)N[C@@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,ZAGLWUGRFKFGSW-QZTJIDSGSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6046039,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccc(Cl)cc4o3)nn2)C1,WMOUNSYMZCAJFC-UONOGXRCSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6052780,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3ccc(C(C)(C)C)cc3)cc2)C1,QPDPMXHSZGPUCI-XZOQPEGZSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6060551,CC[C@@H](C)CC(=O)N[C@@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3nc4ccccc4o3)cc2)C1,JXHYTVOATLYRFB-DUXKGJEZSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
CHEMBL6063093,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ncc(-c3nc4ccc(Cl)cc4o3)cn2)C1,IQSVIOLGLNSTEW-LSDHHAIUSA-N,4.576754126063192,1,CHEMBL5730715,CHEMBL5725391,2017,cell-based format,False,False,
