molecule_id,canonical_smiles,inchikey,scaffold,pActivity,n_records,activity_ids,document_id,document_year,qc_flags,excluded,exclusion_reason
CHEMBL5957211,CC1(C)N=C(c2ccc(-c3ccc4cc(F)ccc4c3)cc2F)N(CC2CCN(C(=O)C3CC3)C2)C1=O,RUQMBLMMFHWBMQ-UHFFFAOYSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.480172006224281,1,26834152,CHEMBL5725564,2017,,False,
CHEMBL5963009,Cc1cc(-c2ccc3c(cnn3C)c2)ccc1C1=NC(C)(C)C(=O)N1CC1CN(C(=O)C2(C)CC2)C1,KTAOEJZCHOKXPA-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]ncc4c3)cc2)C1,6.82102305270683,1,26834185,CHEMBL5725564,2017,,False,
CHEMBL5969695,CC1(C)N=C(c2ccc(-c3ccc4cnccc4c3)cc2F)N(CC2CCN(C(=O)C3CC3)C2)C1=O,AOBZGFNSNKFZHU-UHFFFAOYSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4cnccc4c3)cc2)C1,7.259637310505756,1,26834158,CHEMBL5725564,2017,,False,
CHEMBL5972322,CC1(C)N=C(c2ccc(-c3ccc4cncnc4c3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,FKMGXRATPUKKOB-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4cncnc4c3)cc2)C1,5.430041181903406,1,26834062,CHEMBL5725564,2017,,False,
CHEMBL5974575,CC1(C)N=C(c2ccc(-c3ccc4cccc(F)c4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,CDKBEWCCKZHAHQ-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.34008379993015,1,26834077,CHEMBL5725564,2017,,False,
CHEMBL5976657,CC1(C)N=C(c2ccc(-c3ccc4occc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,VZPOZXLWVVIOPT-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4occc4c3)cc2)C1,7.089909454405932,1,26833963,CHEMBL5725564,2017,,False,
CHEMBL5977971,CC1(C)N=C(c2ccc(-c3ccc4cccnc4c3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,VBTHWGJFPDQAPR-GOSISDBHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4cccnc4c3)cc2)C1,7.34008379993015,1,26834101,CHEMBL5725564,2017,,False,
CHEMBL5985038,CC1(C)N=C(c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,AWMDZVOICBKOGO-OAQYLSRUSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)C1,7.400116927926312,1,26833999,CHEMBL5725564,2017,,False,
CHEMBL5990353,Cc1cc(-c2ccc3c(c2)ncn3C)ccc1C1=NC(C)(C)C(=O)N1C[C@@H]1CCN(C(=O)C2(C)CC2)C1,KAOCLEAYTOBIOF-HXUWFJFHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,7.100179497572904,1,26834209,CHEMBL5725564,2017,,False,
CHEMBL5993582,CC1(C)N=C(c2ccc(-c3cccc4ncccc34)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,CJUROJYZBCKXJT-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3cccc4ncccc34)cc2)C1,5.250031916490597,1,26834008,CHEMBL5725564,2017,,False,
CHEMBL5996553,CC1(C)N=C(c2ccc(-c3nc4ccccc4s3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,BBQFPFZFKJDJQU-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4s3)cc2)C1,6.379863945026242,1,26834056,CHEMBL5725564,2017,,False,
CHEMBL5997576,CC1(C(=O)N2CC[C@@H](CN3C(=O)C(C)(C)N=C3c3ccc(-c4ccc5cc(F)ccc5c4)cc3F)C2)CC1,PSZBHCGFGKZYCP-LJQANCHMSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.259637310505756,1,26834179,CHEMBL5725564,2017,,False,
CHEMBL6003285,CC1(C)N=C(c2ccc(-c3ccc4cccc(F)c4c3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,FKABAYYMYFIBMP-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.459670525209126,1,26834119,CHEMBL5725564,2017,,False,
CHEMBL6006978,CC1(C)N=C(c2ccc(-c3c[nH]c4ccccc34)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,GBIKPKMJYCUKSY-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3c[nH]c4ccccc34)cc2)C1,6.690369832574102,1,26834140,CHEMBL5725564,2017,,False,
CHEMBL6030711,Cc1cc(-c2ccc3c(cnn3C)c2)ccc1C1=NC(C)(C)C(=O)N1C[C@@H]1CCN(C(=O)C2(C)CC2)C1,LBKDHMCMEJUIGY-HXUWFJFHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]ncc4c3)cc2)C1,7.199970640755866,1,26834194,CHEMBL5725564,2017,,False,
CHEMBL6032013,CC1(C)N=C(c2ccc(-c3ccc(-c4ccncc4)cc3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,MURXBAJARCDDNB-HXUWFJFHSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4ccncc4)cc3)cc2)C1,7.279840696594043,1,26834092,CHEMBL5725564,2017,,False,
CHEMBL6034162,Cc1cc(-c2ccc3cc(F)ccc3c2)ccc1C1=NC(C)(C)C(=O)N1C[C@@H]1CCN(C(=O)C2(C)CC2)C1,DGGFOWOZOIDBCJ-OAQYLSRUSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,7.369572124974976,1,26834212,CHEMBL5725564,2017,,False,
CHEMBL6035580,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5(C)CC5)C4)c(F)c3)cc2)cn1,AEKCVDWDBNPXQZ-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,7.179798540514359,1,26834164,CHEMBL5725564,2017,,False,
CHEMBL6039031,CC1(C)N=C(c2ccc(-c3c[nH]c4ccccc34)cc2F)N(CC2CCN(C(=O)C3CC3)C2)C1=O,OHNZWQCEDAXPBA-UHFFFAOYSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3c[nH]c4ccccc34)cc2)C1,7.1598939055432425,1,26834143,CHEMBL5725564,2017,,False,
CHEMBL6040423,CC1(C)N=C(c2ccc(-c3nc4ccccc4o3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,DBKKIPGTMWYPLG-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4o3)cc2)C1,5.36997914888659,1,26833990,CHEMBL5725564,2017,,False,
CHEMBL6051120,CC1(c2ccccc2)N=C(c2ccc(-c3ccc4[nH]ccc4c3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,ULWLUEXYLAUFIU-LWMFVPLKSA-N,O=C(C1CC1)N1CCC(CN2C(=O)C(c3ccccc3)N=C2c2ccc(-c3ccc4[nH]ccc4c3)cc2)C1,7.140261433802853,1,26833975,CHEMBL5725564,2017,,False,
CHEMBL6052895,Cn1cnc2cc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5(O)CC5)C4)c(F)c3)ccc21,IKAMIYHJDNDXCI-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,6.489454989793388,1,26834236,CHEMBL5725564,2017,,False,
CHEMBL6052926,CC1(C)N=C(c2ccc(-c3n[nH]c4ccccc34)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,YUSJBCKUBMTQRO-QGZVFWFLSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3n[nH]c4ccccc34)cc2)C1,5.189969213594161,1,26834059,CHEMBL5725564,2017,,False,
CHEMBL6055542,CC1(C)N=C(c2ccc(-c3nc4ccccc4o3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,VDSKLNVHHAAIOA-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4o3)cc2)C1,6.250263684430939,1,26834110,CHEMBL5725564,2017,,False,
CHEMBL6056422,CC1(C)N=C(c2ccc(-c3nc4ccccc4o3)cc2)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,KJHQXUSVUQYIDG-QGZVFWFLSA-N,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3nc4ccccc4o3)cc2)C1,6.199970640755866,1,26833987,CHEMBL5725564,2017,,False,
CHEMBL6062830,Cc1cc(-c2ccc3c(c2)ncn3C)ccc1C1=NC(C)(C)C(=O)N1CC1CN(C(=O)C2(O)CC2)C1,NVELOTBJOQUGQQ-UHFFFAOYSA-N,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4[nH]cnc4c3)cc2)C1,6.369572124974976,1,26834227,CHEMBL5725564,2017,,False,
