source_assay,target_assay,n_shared,source_assay_is_mirror_or_canonical,target_assay_is_mirror_or_canonical,slope,intercept,linear_r2_in_sample,linear_mae_in_sample,linear_rmse_in_sample,offset,offset_r2_in_sample,offset_mae_in_sample,offset_rmse_in_sample,seed_holdout_n,seed_holdout_r2_median,seed_holdout_spearman_median,seed_holdout_r2_min,seed_holdout_r2_max,seed_holdout_spearman_min,seed_holdout_spearman_max,stability_status
CHEMBL3888977,CHEMBL5733207,325,False,False,1.0004394282369944,-0.002711559981410261,0.9995799346165319,0.0018269430661975424,0.0149241682056359,0.00043444290093526877,0.9995797417699915,0.0017661331723131004,0.014927593558061603,10,0.9999988687035216,0.9999999999999999,0.9978423098607543,0.9999993508674062,0.9950920916591632,1.0,evaluated_10_seed
