source_assay,target_assay,n_shared_identity,n_shared_numeric_pair,source_is_canonical_or_mirror,target_is_canonical_or_mirror,core_metadata_comparable,comparability_reason,source_assay_format,target_assay_format,source_protein_layer,target_protein_layer
CHEMBL3888977,CHEMBL5733207,325,325,False,False,True,comparable_core_metadata,cell-based format,single protein format,cell_extract,cell_extract
CHEMBL3888977,CHEMBL5734012,1,1,False,False,True,comparable_core_metadata,cell-based format,assay format,cell_extract,cell_extract
CHEMBL5733207,CHEMBL5734012,1,1,False,False,True,comparable_core_metadata,single protein format,assay format,cell_extract,cell_extract
CHEMBL2169038,CHEMBL3705868,0,0,False,False,True,comparable_core_metadata,cell-based format,cell-based format,cell_extract,cell_extract
CHEMBL2169038,CHEMBL3888977,0,0,False,False,True,comparable_core_metadata,cell-based format,cell-based format,cell_extract,cell_extract
CHEMBL2169038,CHEMBL4418321,0,0,False,False,True,comparable_core_metadata,cell-based format,cell-based format,cell_extract,cell_extract
CHEMBL2169038,CHEMBL5733207,0,0,False,False,True,comparable_core_metadata,cell-based format,single protein format,cell_extract,cell_extract
CHEMBL2169038,CHEMBL5734012,0,0,False,False,True,comparable_core_metadata,cell-based format,assay format,cell_extract,cell_extract
CHEMBL3705868,CHEMBL3888977,0,0,False,False,True,comparable_core_metadata,cell-based format,cell-based format,cell_extract,cell_extract
CHEMBL3705868,CHEMBL4418321,0,0,False,False,True,comparable_core_metadata,cell-based format,cell-based format,cell_extract,cell_extract
CHEMBL3705868,CHEMBL5733207,0,0,False,False,True,comparable_core_metadata,cell-based format,single protein format,cell_extract,cell_extract
CHEMBL3705868,CHEMBL5734012,0,0,False,False,True,comparable_core_metadata,cell-based format,assay format,cell_extract,cell_extract
CHEMBL3888977,CHEMBL4418321,0,0,False,False,True,comparable_core_metadata,cell-based format,cell-based format,cell_extract,cell_extract
CHEMBL4123591,CHEMBL4402021,0,0,False,False,True,comparable_core_metadata,single protein format,single protein format,full_length,full_length
CHEMBL4123591,CHEMBL5730715,0,0,False,False,True,comparable_core_metadata,single protein format,cell-based format,full_length,full_length
CHEMBL4402021,CHEMBL5730715,0,0,False,False,True,comparable_core_metadata,single protein format,cell-based format,full_length,full_length
CHEMBL4418321,CHEMBL5733207,0,0,False,False,True,comparable_core_metadata,cell-based format,single protein format,cell_extract,cell_extract
CHEMBL4418321,CHEMBL5734012,0,0,False,False,True,comparable_core_metadata,cell-based format,assay format,cell_extract,cell_extract
CHEMBL5731051,CHEMBL5734379,89,89,True,True,False,assay_mirror_excluded,assay format,single protein format,full_length,full_length
CHEMBL2328957,CHEMBL3705868,17,17,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL4402021,CHEMBL4402023,17,17,False,False,False,protein_layer_mismatch,single protein format,cell-based format,full_length,unknown
CHEMBL1839595,CHEMBL4418321,10,10,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL3619925,CHEMBL5731051,6,6,False,True,False,assay_mirror_excluded,single protein format,assay format,unknown,full_length
CHEMBL3619925,CHEMBL5734379,6,6,False,True,False,assay_mirror_excluded,single protein format,single protein format,unknown,full_length
CHEMBL3619925,CHEMBL3619926,4,4,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL3619926,CHEMBL5731051,4,4,False,True,False,assay_mirror_excluded,single protein format,assay format,unknown,full_length
CHEMBL3619926,CHEMBL5734379,4,4,False,True,False,assay_mirror_excluded,single protein format,single protein format,unknown,full_length
CHEMBL4123591,CHEMBL5731051,3,3,False,True,False,assay_mirror_excluded,single protein format,assay format,full_length,full_length
CHEMBL4123591,CHEMBL5734379,3,3,False,True,False,assay_mirror_excluded,single protein format,single protein format,full_length,full_length
CHEMBL1839595,CHEMBL2169042,1,1,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL4882378,1,1,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL4882379,1,1,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL1839595,CHEMBL4882380,1,1,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL5210219,1,1,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL1839595,CHEMBL5210491,1,1,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL862461,1,1,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL960231,1,1,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL985841,1,1,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL3625454,1,1,False,False,False,not_both_IC50,assay format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL2169042,1,1,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL862461,1,1,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL960231,1,1,False,False,False,unit_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL985841,1,1,False,False,False,unit_mismatch,cell-based format,cell-based format,unknown,unknown
CHEMBL2169046,CHEMBL3411205,1,1,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169046,CHEMBL4020854,1,1,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,fragment_TE
CHEMBL2328950,CHEMBL2328957,1,1,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2328950,CHEMBL3705868,1,1,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,cell_extract
CHEMBL3411198,CHEMBL3411205,1,1,False,False,False,activity_type_mismatch,single protein format,cell-based format,fragment_TE,unknown
CHEMBL3411198,CHEMBL3411206,1,1,False,False,False,activity_type_mismatch,single protein format,cell-based format,fragment_TE,unknown
CHEMBL3411198,CHEMBL5112963,1,1,False,False,False,activity_type_mismatch,single protein format,single protein format,fragment_TE,unknown
CHEMBL3411205,CHEMBL3411206,1,1,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL3411205,CHEMBL4020854,1,1,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,fragment_TE
CHEMBL3411205,CHEMBL5112963,1,1,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL3411206,CHEMBL5112963,1,1,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL3625458,CHEMBL5731051,1,1,False,True,False,assay_mirror_excluded,single protein format,assay format,fragment_KR,full_length
CHEMBL3625458,CHEMBL5734379,1,1,False,True,False,assay_mirror_excluded,single protein format,single protein format,fragment_KR,full_length
CHEMBL3706007,CHEMBL5723241,1,1,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL4020854,CHEMBL4020860,1,1,False,False,False,protein_layer_not_qualified,single protein format,single protein format,fragment_TE,fragment_TE
CHEMBL4123591,CHEMBL4123592,1,1,False,False,False,protein_layer_mismatch,single protein format,single protein format,full_length,unknown
CHEMBL4882378,CHEMBL4882379,1,1,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL4882378,CHEMBL4882380,1,1,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL4882378,CHEMBL5210219,1,1,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL4882378,CHEMBL5210491,1,1,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL4882379,CHEMBL4882380,1,1,False,False,False,protein_layer_not_qualified,assay format,cell-based format,unknown,unknown
CHEMBL4882379,CHEMBL5210219,1,1,False,False,False,protein_layer_not_qualified,assay format,assay format,unknown,unknown
CHEMBL4882379,CHEMBL5210491,1,1,False,False,False,protein_layer_not_qualified,assay format,single protein format,unknown,unknown
CHEMBL4882380,CHEMBL5210219,1,1,False,False,False,protein_layer_not_qualified,cell-based format,assay format,unknown,unknown
CHEMBL4882380,CHEMBL5210491,1,1,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL5210219,CHEMBL5210491,1,1,False,False,False,protein_layer_not_qualified,assay format,single protein format,unknown,unknown
CHEMBL828726,CHEMBL863392,1,1,False,False,False,unit_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL862461,CHEMBL960231,1,1,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL862461,CHEMBL985841,1,1,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL960231,CHEMBL985841,1,1,False,False,False,unit_or_relation_not_clean,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL1839595,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL2150656,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL2169021,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL2169022,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL1260142,CHEMBL2169026,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL2169038,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL1260142,CHEMBL2169042,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL2169045,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL1260142,CHEMBL2328950,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL2328957,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL1260142,CHEMBL3411205,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL3411206,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL3619925,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL3619926,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL3625457,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_KR
CHEMBL1260142,CHEMBL3705868,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL1260142,CHEMBL3706007,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL3888977,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL1260142,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL1260142,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL1260142,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL1260142,CHEMBL4123592,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL1260142,CHEMBL4402023,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL4418321,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL1260142,CHEMBL4882378,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL4882379,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL1260142,CHEMBL4882380,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL5210219,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL1260142,CHEMBL5210491,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL5723241,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL1260142,CHEMBL5723552,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,full_length
CHEMBL1260142,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,single protein format,assay format,unknown,full_length
CHEMBL1260142,CHEMBL5733207,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,cell_extract
CHEMBL1260142,CHEMBL5734012,0,0,False,False,False,protein_layer_mismatch,single protein format,assay format,unknown,cell_extract
CHEMBL1260142,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,single protein format,single protein format,unknown,full_length
CHEMBL1260142,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL828726,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL1260142,CHEMBL862461,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL863392,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL960231,0,0,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1260142,CHEMBL985841,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL2150656,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL2169021,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL2169022,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL1839595,CHEMBL2169026,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL2169038,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL1839595,CHEMBL2169045,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL1839595,CHEMBL2328950,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL2328957,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL1839595,CHEMBL3411205,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL3411206,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL3619925,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL3619926,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL3625457,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_KR
CHEMBL1839595,CHEMBL3705868,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL1839595,CHEMBL3706007,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL3888977,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL1839595,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL1839595,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL1839595,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL1839595,CHEMBL4123592,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL1839595,CHEMBL4402023,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL5723241,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL1839595,CHEMBL5723552,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,full_length
CHEMBL1839595,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,single protein format,assay format,unknown,full_length
CHEMBL1839595,CHEMBL5733207,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,cell_extract
CHEMBL1839595,CHEMBL5734012,0,0,False,False,False,protein_layer_mismatch,single protein format,assay format,unknown,cell_extract
CHEMBL1839595,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,single protein format,single protein format,unknown,full_length
CHEMBL1839595,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL828726,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL1839595,CHEMBL863392,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL1839595,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL2169021,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL2169022,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL2150656,CHEMBL2169026,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL2169038,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2150656,CHEMBL2169042,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL2169045,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL2150656,CHEMBL2328950,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL2328957,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2150656,CHEMBL3411205,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL3411206,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL3619925,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL3619926,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL3625457,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_KR
CHEMBL2150656,CHEMBL3705868,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2150656,CHEMBL3706007,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL3888977,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2150656,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2150656,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2150656,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL2150656,CHEMBL4123592,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL2150656,CHEMBL4402023,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL4418321,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2150656,CHEMBL4882378,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL4882379,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2150656,CHEMBL4882380,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL5210219,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2150656,CHEMBL5210491,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL5723241,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2150656,CHEMBL5723552,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,full_length
CHEMBL2150656,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,single protein format,assay format,unknown,full_length
CHEMBL2150656,CHEMBL5733207,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,cell_extract
CHEMBL2150656,CHEMBL5734012,0,0,False,False,False,protein_layer_mismatch,single protein format,assay format,unknown,cell_extract
CHEMBL2150656,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,single protein format,single protein format,unknown,full_length
CHEMBL2150656,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL828726,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL2150656,CHEMBL862461,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL863392,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL960231,0,0,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2150656,CHEMBL985841,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL2169022,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL2169021,CHEMBL2169026,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL2169038,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169021,CHEMBL2169042,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL2169045,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL2169021,CHEMBL2328950,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL2328957,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2169021,CHEMBL3411205,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL3411206,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL3619925,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL3619926,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL3625457,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_KR
CHEMBL2169021,CHEMBL3705868,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169021,CHEMBL3706007,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL3888977,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169021,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2169021,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
