source_assay,target_assay,n_shared_identity,n_shared_numeric_pair,source_is_canonical_or_mirror,target_is_canonical_or_mirror,core_metadata_comparable,comparability_reason,source_assay_format,target_assay_format,source_protein_layer,target_protein_layer
CHEMBL5731051,CHEMBL985841,0,0,True,False,False,assay_mirror_excluded,assay format,cell-based format,full_length,unknown
CHEMBL5733207,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,single protein format,single protein format,cell_extract,full_length
CHEMBL5733207,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,cell_extract,unknown
CHEMBL5733207,CHEMBL828726,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,cell_extract,unknown
CHEMBL5733207,CHEMBL862461,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,cell_extract,unknown
CHEMBL5733207,CHEMBL863392,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,cell_extract,unknown
CHEMBL5733207,CHEMBL869274,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,cell_extract,unknown
CHEMBL5733207,CHEMBL960231,0,0,False,False,False,unit_mismatch,single protein format,single protein format,cell_extract,unknown
CHEMBL5733207,CHEMBL985841,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,cell_extract,unknown
CHEMBL5734012,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,assay format,single protein format,cell_extract,full_length
CHEMBL5734012,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,cell_extract,unknown
CHEMBL5734012,CHEMBL828726,0,0,False,False,False,unit_mismatch,assay format,cell-based format,cell_extract,unknown
CHEMBL5734012,CHEMBL862461,0,0,False,False,False,protein_layer_mismatch,assay format,single protein format,cell_extract,unknown
CHEMBL5734012,CHEMBL863392,0,0,False,False,False,protein_layer_mismatch,assay format,single protein format,cell_extract,unknown
CHEMBL5734012,CHEMBL869274,0,0,False,False,False,protein_layer_mismatch,assay format,single protein format,cell_extract,unknown
CHEMBL5734012,CHEMBL960231,0,0,False,False,False,unit_mismatch,assay format,single protein format,cell_extract,unknown
CHEMBL5734012,CHEMBL985841,0,0,False,False,False,unit_mismatch,assay format,cell-based format,cell_extract,unknown
CHEMBL5734379,CHEMBL682484,0,0,True,False,False,assay_mirror_excluded,single protein format,single protein format,full_length,unknown
CHEMBL5734379,CHEMBL828726,0,0,True,False,False,assay_mirror_excluded,single protein format,cell-based format,full_length,unknown
CHEMBL5734379,CHEMBL862461,0,0,True,False,False,assay_mirror_excluded,single protein format,single protein format,full_length,unknown
CHEMBL5734379,CHEMBL863392,0,0,True,False,False,assay_mirror_excluded,single protein format,single protein format,full_length,unknown
CHEMBL5734379,CHEMBL869274,0,0,True,False,False,assay_mirror_excluded,single protein format,single protein format,full_length,unknown
CHEMBL5734379,CHEMBL960231,0,0,True,False,False,assay_mirror_excluded,single protein format,single protein format,full_length,unknown
CHEMBL5734379,CHEMBL985841,0,0,True,False,False,assay_mirror_excluded,single protein format,cell-based format,full_length,unknown
CHEMBL682484,CHEMBL828726,0,0,False,False,False,activity_type_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL682484,CHEMBL862461,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL682484,CHEMBL863392,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL682484,CHEMBL869274,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL682484,CHEMBL960231,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL682484,CHEMBL985841,0,0,False,False,False,activity_type_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL828726,CHEMBL862461,0,0,False,False,False,unit_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL828726,CHEMBL869274,0,0,False,False,False,unit_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL828726,CHEMBL960231,0,0,False,False,False,unit_or_relation_not_clean,cell-based format,single protein format,unknown,unknown
CHEMBL828726,CHEMBL985841,0,0,False,False,False,unit_or_relation_not_clean,cell-based format,cell-based format,unknown,unknown
CHEMBL862461,CHEMBL863392,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL862461,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL863392,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL863392,CHEMBL960231,0,0,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL863392,CHEMBL985841,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL869274,CHEMBL960231,0,0,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL869274,CHEMBL985841,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
